# exported by fityk 0.8.7
#2-Fe:x	2-Fe:y	2-Fe:s	2-Fe:F(x)	2-Fe:%_4(x)	2-Fe:%_5(x)	2-Fe:a
13.35	1	1	1.01834e-187	1.01834e-187	1.53279e-232	1
13.37	1	1	8.16089e-189	8.16089e-189	4.84282e-234	1
13.39	2	1.41421	6.49288e-190	6.49288e-190	1.51331e-235	1
13.4	2	1.41421	1.82645e-190	1.82645e-190	2.66409e-236	1
13.42	3	1.73205	1.43743e-191	1.43743e-191	8.18842e-238	1
13.43	5	2.23607	4.0216e-192	4.0216e-192	1.42965e-238	1
13.45	0	1	3.13084e-193	3.13084e-193	4.32219e-240	1
13.46	2	1.41421	8.71189e-194	8.71189e-194	7.48419e-241	1
13.48	3	1.73205	6.70897e-195	6.70897e-195	2.22555e-242	1
13.5	4	2	5.12925e-196	5.12925e-196	6.54554e-244	1
13.51	2	1.41421	1.4144e-196	1.4144e-196	1.1179e-244	1
13.53	4	2	1.06968e-197	1.06968e-197	3.23395e-246	1
13.54	0	1	2.93367e-198	2.93367e-198	5.47775e-247	1
13.56	2	1.41421	2.19469e-199	2.19469e-199	1.55866e-248	1
13.58	1	1	1.63e-200	1.63e-200	4.38647e-250	1
13.59	3	1.73205	4.43011e-201	4.43011e-201	7.32828e-251	1
13.61	2	1.41421	3.2547e-202	3.2547e-202	2.02855e-252	1
13.62	7	2.64575	8.79789e-203	8.79789e-203	3.36112e-253	1
13.64	1	1	6.39375e-204	6.39375e-204	9.15143e-255	1
13.65	3	1.73205	1.71896e-204	1.71896e-204	1.50382e-255	1
13.67	2	1.41421	1.23573e-205	1.23573e-205	4.02739e-257	1
13.69	2	1.41421	8.81935e-207	8.81935e-207	1.06675e-258	1
13.7	2	1.41421	2.3497e-207	2.3497e-207	1.72898e-259	1
13.72	2	1.41421	1.65885e-208	1.65885e-208	4.50455e-261	1
13.73	7	2.64575	4.39567e-209	4.39567e-209	7.24081e-262	1
13.75	1	1	3.06973e-210	3.06973e-210	1.85554e-263	1
13.77	3	1.73205	2.12829e-211	2.12829e-211	4.70291e-265	1
13.78	2	1.41421	5.58876e-212	5.58876e-212	7.45624e-266	1
13.8	3	1.73205	3.83289e-213	3.83289e-213	1.85882e-267	1
13.81	2	1.41421	1.00104e-213	1.00104e-213	2.92282e-268	1
13.83	5	2.23607	6.79117e-215	6.79117e-215	7.16704e-270	1
13.84	3	1.73205	1.76405e-215	1.76405e-215	1.11767e-270	1
13.86	4	2	1.18382e-216	1.18382e-216	2.69572e-272	1
13.88	4	2	7.88701e-218	7.88701e-218	6.43055e-274	1
13.89	2	1.41421	2.03024e-218	2.03024e-218	9.891e-275	1
13.91	4	2	1.338e-219	1.338e-219	2.32078e-276	1
13.92	5	2.23607	3.42556e-220	3.42556e-220	3.54028e-277	1
13.94	3	1.73205	2.23317e-221	2.23317e-221	8.17059e-279	1
13.96	4	2	1.44533e-222	1.44533e-222	1.86502e-280	1
13.97	4	2	3.66699e-223	3.66699e-223	2.8061e-281	1
13.99	2	1.41421	2.34766e-224	2.34766e-224	6.30019e-283	1
14	2	1.41421	5.92405e-225	5.92405e-225	9.40123e-284	1
14.02	4	2	3.75169e-226	3.75169e-226	2.07614e-285	1
14.03	1	1	9.41565e-227	9.41565e-227	3.07254e-286	1
14.05	6	2.44949	5.89847e-228	5.89847e-228	6.67406e-288	1
14.07	4	2	3.66845e-229	3.66845e-229	1.43383e-289	1
14.08	5	2.23607	9.12377e-230	9.12377e-230	2.09294e-290	1
14.1	2	1.41421	5.61305e-231	5.61305e-231	4.42266e-292	1
14.11	2	1.41421	1.38845e-231	1.38845e-231	6.40255e-293	1
14.13	4	2	8.44961e-233	8.44961e-233	1.33077e-294	1
14.15	3	1.73205	5.10501e-234	5.10501e-234	2.73568e-296	1
14.16	4	2	1.2514e-234	1.2514e-234	3.90617e-297	1
14.18	2	1.41421	7.47891e-236	7.47891e-236	7.89834e-299	1
14.19	3	1.73205	1.82339e-236	1.82339e-236	1.11849e-299	1
14.21	0	1	1.07796e-237	1.07796e-237	2.22453e-301	1
14.22	0	1	2.61387e-238	2.61387e-238	3.12425e-302	1
14.24	3	1.73205	1.52858e-239	1.52858e-239	6.11184e-304	1
14.26	4	2	8.87454e-241	8.87454e-241	1.18253e-305	1
14.27	0	1	2.13253e-241	2.13253e-241	1.63809e-306	1
14.29	1	1	1.22471e-242	1.22471e-242	3.11744e-308	1
14.3	4	2	2.92701e-243	2.92701e-243	4.28286e-309	1
14.32	3	1.73205	1.66282e-244	1.66282e-244	8.01708e-311	1
14.34	1	1	9.37823e-246	9.37823e-246	1.48427e-312	1
14.35	7	2.64575	2.22115e-246	2.22115e-246	2.01125e-313	1
14.37	1	1	1.23918e-247	1.23918e-247	3.66254e-315	1
14.38	3	1.73205	2.919e-248	2.919e-248	4.92205e-316	1
14.4	2	1.41421	1.61091e-249	1.61091e-249	8.81499e-318	1
14.41	1	1	3.77407e-250	3.77407e-250	1.1741e-318	1
14.43	2	1.41421	2.0603e-251	2.0603e-251	2.04889e-320	1
14.45	3	1.73205	1.11661e-252	1.11661e-252	0	1
14.46	2	1.41421	2.59245e-253	2.59245e-253	0	1
14.48	6	2.44949	1.38984e-254	1.38984e-254	0	1
14.49	3	1.73205	3.20931e-255	3.20931e-255	0	1
14.51	5	2.23607	1.70195e-256	1.70195e-256	0	1
14.53	3	1.73205	8.96062e-258	8.96062e-258	0	1
14.54	7	2.64575	2.05047e-258	2.05047e-258	0	1
14.56	3	1.73205	1.06789e-259	1.06789e-259	0	1
14.57	5	2.23607	2.43042e-260	2.43042e-260	0	1
14.59	0	1	1.25209e-261	1.25209e-261	0	1
14.6	5	2.23607	2.8342e-262	2.8342e-262	0	1
14.62	0	1	1.44432e-263	1.44432e-263	0	1
14.64	1	1	7.30724e-265	7.30724e-265	0	1
14.65	1	1	1.63915e-265	1.63915e-265	0	1
14.67	1	1	8.20328e-267	8.20328e-267	0	1
14.68	3	1.73205	1.83018e-267	1.83018e-267	0	1
14.7	2	1.41421	9.06032e-269	9.06032e-269	0	1
14.71	2	1.41421	2.01043e-269	2.01043e-269	0	1
14.73	3	1.73205	9.84514e-271	9.84514e-271	0	1
14.75	3	1.73205	4.7864e-272	4.7864e-272	0	1
14.76	4	2	1.0525e-272	1.0525e-272	0	1
14.78	3	1.73205	5.06163e-274	5.06163e-274	0	1
14.79	3	1.73205	1.10699e-274	1.10699e-274	0	1
14.81	4	2	5.26616e-276	5.26616e-276	0	1
14.83	2	1.41421	2.48712e-277	2.48712e-277	0	1
14.84	8	2.82843	5.39038e-278	5.39038e-278	0	1
14.86	4	2	2.51828e-279	2.51828e-279	0	1
14.87	2	1.41421	5.42834e-280	5.42834e-280	0	1
14.89	1	1	2.50861e-281	2.50861e-281	0	1
14.9	3	1.73205	5.37819e-282	5.37819e-282	0	1
14.92	5	2.23607	2.45858e-283	2.45858e-283	0	1
14.94	1	1	1.1158e-284	1.1158e-284	0	1
14.95	3	1.73205	2.37059e-285	2.37059e-285	0	1
14.97	2	1.41421	1.06424e-286	1.06424e-286	0	1
14.98	7	2.64575	2.24881e-287	2.24881e-287	0	1
15	10	3.16228	9.98657e-289	9.98657e-289	0	1
15.02	4	2	4.40286e-290	4.40286e-290	0	1
15.03	1	1	9.21965e-291	9.21965e-291	0	1
15.05	2	1.41421	4.02082e-292	4.02082e-292	0	1
15.06	4	2	8.37403e-293	8.37403e-293	0	1
15.08	5	2.23607	3.61257e-294	3.61257e-294	0	1
15.09	6	2.44949	7.48302e-295	7.48302e-295	0	1
15.11	1	1	3.1933e-296	3.1933e-296	0	1
15.13	1	1	1.35287e-297	1.35287e-297	0	1
15.14	3	1.73205	2.77706e-298	2.77706e-298	0	1
15.16	2	1.41421	1.16381e-299	1.16381e-299	0	1
15.17	7	2.64575	2.37603e-300	2.37603e-300	0	1
15.19	6	2.44949	9.84991e-302	9.84991e-302	0	1
15.21	4	2	4.05383e-303	4.05383e-303	0	1
15.22	5	2.23607	8.20169e-304	8.20169e-304	0	1
15.24	2	1.41421	3.33901e-305	3.33901e-305	0	1
15.25	1	1	6.71887e-306	6.71887e-306	0	1
15.27	3	1.73205	2.70578e-307	2.70578e-307	0	1
15.28	3	1.73205	5.41516e-308	5.41516e-308	0	1
15.3	7	2.64575	2.15719e-309	2.15719e-309	0	1
15.32	4	2	8.53141e-311	8.53141e-311	0	1
15.33	1	1	1.69203e-311	1.69203e-311	0	1
15.35	4	2	6.61943e-313	6.61943e-313	0	1
15.36	6	2.44949	1.30571e-313	1.30571e-313	0	1
15.38	4	2	5.05291e-315	5.05291e-315	0	1
15.4	6	2.44949	1.94116e-316	1.94116e-316	0	1
15.41	0	1	3.79402e-317	3.79402e-317	0	1
15.43	2	1.41421	1.43991e-318	1.43991e-318	0	1
15.44	3	1.73205	2.71682e-319	2.71682e-319	0	1
15.46	3	1.73205	0	0	0	1
15.47	3	1.73205	0	0	0	1
15.49	3	1.73205	0	0	0	1
15.51	0	1	0	0	0	1
15.52	2	1.41421	0	0	0	1
15.54	3	1.73205	0	0	0	1
15.55	2	1.41421	0	0	0	1
15.57	2	1.41421	0	0	0	1
15.59	3	1.73205	0	0	0	1
15.6	0	1	0	0	0	1
15.62	2	1.41421	0	0	0	1
15.63	4	2	0	0	0	1
15.65	3	1.73205	0	0	0	1
15.66	0	1	0	0	0	1
15.68	1	1	0	0	0	1
15.7	4	2	0	0	0	1
15.71	5	2.23607	0	0	0	1
15.73	3	1.73205	0	0	0	1
15.74	1	1	0	0	0	1
15.76	4	2	0	0	0	1
15.77	1	1	0	0	0	1
15.79	3	1.73205	0	0	0	1
15.81	0	1	0	0	0	1
15.82	2	1.41421	0	0	0	1
15.84	2	1.41421	0	0	0	1
15.85	1	1	0	0	0	1
15.87	1	1	0	0	0	1
15.89	0	1	0	0	0	1
15.9	3	1.73205	0	0	0	1
15.92	2	1.41421	0	0	0	1
15.93	1	1	0	0	0	1
15.95	3	1.73205	0	0	0	1
15.96	2	1.41421	0	0	0	1
15.98	0	1	0	0	0	1
16	0	1	0	0	0	1
16.01	2	1.41421	0	0	0	1
16.03	1	1	0	0	0	1
16.04	3	1.73205	0	0	0	1
16.06	1	1	0	0	0	1
16.08	3	1.73205	0	0	0	1
16.09	4	2	0	0	0	1
16.11	2	1.41421	0	0	0	1
16.12	4	2	0	0	0	1
16.14	1	1	0	0	0	1
16.15	3	1.73205	0	0	0	1
16.17	3	1.73205	0	0	0	1
16.19	2	1.41421	0	0	0	1
16.2	1	1	0	0	0	1
16.22	3	1.73205	0	0	0	1
16.23	4	2	0	0	0	1
16.25	1	1	0	0	0	1
16.27	4	2	0	0	0	1
16.28	1	1	0	0	0	1
16.3	3	1.73205	0	0	0	1
16.31	1	1	0	0	0	1
16.33	2	1.41421	0	0	0	1
16.34	2	1.41421	0	0	0	1
16.36	0	1	0	0	0	1
16.38	2	1.41421	0	0	0	1
16.39	2	1.41421	0	0	0	1
16.41	3	1.73205	0	0	0	1
16.42	3	1.73205	0	0	0	1
16.44	0	1	0	0	0	1
16.46	5	2.23607	0	0	0	1
16.47	1	1	0	0	0	1
16.49	1	1	0	0	0	1
16.5	2	1.41421	0	0	0	1
16.52	0	1	0	0	0	1
16.53	2	1.41421	0	0	0	1
16.55	4	2	0	0	0	1
16.57	1	1	0	0	0	1
16.58	1	1	0	0	0	1
16.6	2	1.41421	0	0	0	1
16.61	2	1.41421	0	0	0	1
16.63	2	1.41421	0	0	0	1
16.65	2	1.41421	0	0	0	1
16.66	1	1	0	0	0	1
16.68	1	1	0	0	0	1
16.69	1	1	0	0	0	1
16.71	1	1	0	0	0	1
16.72	3	1.73205	0	0	0	1
16.74	3	1.73205	0	0	0	1
16.76	0	1	0	0	0	1
16.77	2	1.41421	0	0	0	1
16.79	2	1.41421	0	0	0	1
16.8	5	2.23607	0	0	0	1
16.82	6	2.44949	0	0	0	1
16.83	1	1	0	0	0	1
16.85	3	1.73205	0	0	0	1
16.87	2	1.41421	0	0	0	1
16.88	5	2.23607	0	0	0	1
16.9	2	1.41421	0	0	0	1
16.91	1	1	0	0	0	1
16.93	1	1	0	0	0	1
16.95	2	1.41421	0	0	0	1
16.96	4	2	0	0	0	1
16.98	0	1	0	0	0	1
16.99	3	1.73205	0	0	0	1
17.01	3	1.73205	0	0	0	1
17.02	0	1	0	0	0	1
17.04	1	1	0	0	0	1
17.06	1	1	0	0	0	1
17.07	3	1.73205	0	0	0	1
17.09	2	1.41421	0	0	0	1
17.1	2	1.41421	0	0	0	1
17.12	2	1.41421	0	0	0	1
17.14	1	1	0	0	0	1
17.15	0	1	0	0	0	1
17.17	0	1	0	0	0	1
17.18	4	2	0	0	0	1
17.2	1	1	0	0	0	1
17.21	4	2	0	0	0	1
17.23	0	1	0	0	0	1
17.25	2	1.41421	0	0	0	1
17.26	2	1.41421	0	0	0	1
17.28	2	1.41421	0	0	0	1
17.29	3	1.73205	0	0	0	1
17.31	1	1	0	0	0	1
17.33	2	1.41421	0	0	0	1
17.34	0	1	0	0	0	1
17.36	2	1.41421	0	0	0	1
17.37	5	2.23607	0	0	0	1
17.39	1	1	0	0	0	1
17.4	1	1	0	0	0	1
17.42	1	1	0	0	0	1
17.44	2	1.41421	0	0	0	1
17.45	0	1	0	0	0	1
17.47	2	1.41421	0	0	0	1
17.48	1	1	0	0	0	1
17.5	4	2	0	0	0	1
17.52	4	2	0	0	0	1
17.53	4	2	0	0	0	1
17.55	0	1	0	0	0	1
17.56	1	1	0	0	0	1
17.58	2	1.41421	0	0	0	1
17.59	0	1	0	0	0	1
17.61	0	1	0	0	0	1
17.63	2	1.41421	0	0	0	1
17.64	0	1	0	0	0	1
17.66	2	1.41421	0	0	0	1
17.67	2	1.41421	0	0	0	1
17.69	3	1.73205	0	0	0	1
17.71	4	2	0	0	0	1
17.72	0	1	0	0	0	1
17.74	3	1.73205	0	0	0	1
17.75	1	1	0	0	0	1
17.77	1	1	0	0	0	1
17.78	3	1.73205	0	0	0	1
17.8	4	2	0	0	0	1
17.82	3	1.73205	0	0	0	1
17.83	2	1.41421	0	0	0	1
17.85	4	2	0	0	0	1
17.86	2	1.41421	0	0	0	1
17.88	0	1	0	0	0	1
17.89	3	1.73205	0	0	0	1
17.91	4	2	0	0	0	1
17.93	2	1.41421	0	0	0	1
17.94	2	1.41421	0	0	0	1
17.96	5	2.23607	0	0	0	1
17.97	1	1	0	0	0	1
17.99	2	1.41421	0	0	0	1
18.01	2	1.41421	0	0	0	1
18.02	3	1.73205	0	0	0	1
18.04	2	1.41421	0	0	0	1
18.05	0	1	0	0	0	1
18.07	2	1.41421	0	0	0	1
18.08	1	1	0	0	0	1
18.1	1	1	0	0	0	1
18.12	2	1.41421	0	0	0	1
18.13	3	1.73205	0	0	0	1
18.15	5	2.23607	0	0	0	1
18.16	1	1	0	0	0	1
18.18	2	1.41421	0	0	0	1
18.2	4	2	0	0	0	1
18.21	1	1	0	0	0	1
18.23	6	2.44949	0	0	0	1
18.24	3	1.73205	0	0	0	1
18.26	3	1.73205	0	0	0	1
18.27	1	1	0	0	0	1
18.29	1	1	0	0	0	1
18.31	3	1.73205	0	0	0	1
18.32	1	1	0	0	0	1
18.34	2	1.41421	0	0	0	1
18.35	1	1	0	0	0	1
18.37	2	1.41421	0	0	0	1
18.39	1	1	0	0	0	1
18.4	1	1	0	0	0	1
18.42	0	1	0	0	0	1
18.43	2	1.41421	0	0	0	1
18.45	1	1	0	0	0	1
18.46	4	2	0	0	0	1
18.48	3	1.73205	0	0	0	1
18.5	4	2	0	0	0	1
18.51	2	1.41421	0	0	0	1
18.53	3	1.73205	0	0	0	1
18.54	1	1	0	0	0	1
18.56	5	2.23607	0	0	0	1
18.58	2	1.41421	0	0	0	1
18.59	0	1	0	0	0	1
18.61	4	2	0	0	0	1
18.62	1	1	0	0	0	1
18.64	0	1	0	0	0	1
18.65	2	1.41421	0	0	0	1
18.67	2	1.41421	0	0	0	1
18.69	0	1	0	0	0	1
18.7	2	1.41421	0	0	0	1
18.72	2	1.41421	0	0	0	1
18.73	3	1.73205	0	0	0	1
18.75	6	2.44949	0	0	0	1
18.77	1	1	0	0	0	1
18.78	0	1	0	0	0	1
18.8	2	1.41421	0	0	0	1
18.81	1	1	0	0	0	1
18.83	1	1	0	0	0	1
18.84	3	1.73205	0	0	0	1
18.86	2	1.41421	0	0	0	1
18.88	5	2.23607	0	0	0	1
18.89	3	1.73205	0	0	0	1
18.91	2	1.41421	0	0	0	1
18.92	4	2	0	0	0	1
18.94	2	1.41421	0	0	0	1
18.95	1	1	0	0	0	1
18.97	1	1	0	0	0	1
18.99	0	1	0	0	0	1
19	1	1	0	0	0	1
19.02	2	1.41421	0	0	0	1
19.03	1	1	0	0	0	1
19.05	2	1.41421	0	0	0	1
19.07	3	1.73205	0	0	0	1
19.08	1	1	0	0	0	1
19.1	0	1	0	0	0	1
19.11	2	1.41421	0	0	0	1
19.13	1	1	0	0	0	1
19.14	2	1.41421	0	0	0	1
19.16	0	1	0	0	0	1
19.18	3	1.73205	0	0	0	1
19.19	1	1	0	0	0	1
19.21	4	2	0	0	0	1
19.22	1	1	0	0	0	1
19.24	3	1.73205	0	0	0	1
19.26	6	2.44949	0	0	0	1
19.27	1	1	0	0	0	1
19.29	0	1	0	0	0	1
19.3	3	1.73205	0	0	0	1
19.32	1	1	0	0	0	1
19.33	1	1	0	0	0	1
19.35	2	1.41421	0	0	0	1
19.37	1	1	0	0	0	1
19.38	0	1	0	0	0	1
19.4	0	1	0	0	0	1
19.41	3	1.73205	0	0	0	1
19.43	3	1.73205	0	0	0	1
19.45	4	2	0	0	0	1
19.46	1	1	0	0	0	1
19.48	1	1	0	0	0	1
19.49	4	2	0	0	0	1
19.51	3	1.73205	0	0	0	1
19.52	0	1	0	0	0	1
19.54	2	1.41421	0	0	0	1
19.56	1	1	0	0	0	1
19.57	2	1.41421	0	0	0	1
19.59	4	2	0	0	0	1
19.6	1	1	0	0	0	1
19.62	2	1.41421	0	0	0	1
19.64	2	1.41421	0	0	0	1
19.65	2	1.41421	0	0	0	1
19.67	0	1	0	0	0	1
19.68	2	1.41421	0	0	0	1
19.7	0	1	0	0	0	1
19.71	2	1.41421	0	0	0	1
19.73	1	1	0	0	0	1
19.75	1	1	0	0	0	1
19.76	1	1	0	0	0	1
19.78	0	1	0	0	0	1
19.79	1	1	0	0	0	1
19.81	3	1.73205	0	0	0	1
19.83	1	1	0	0	0	1
19.84	1	1	0	0	0	1
19.86	1	1	0	0	0	1
19.87	1	1	0	0	0	1
19.89	1	1	0	0	0	1
19.9	0	1	0	0	0	1
19.92	1	1	0	0	0	1
19.94	1	1	0	0	0	1
19.95	2	1.41421	0	0	0	1
19.97	2	1.41421	0	0	0	1
19.98	1	1	0	0	0	1
20	5	2.23607	0	0	0	1
20.02	0	1	0	0	0	1
20.03	5	2.23607	0	0	0	1
20.05	2	1.41421	0	0	0	1
20.06	0	1	0	0	0	1
20.08	4	2	0	0	0	1
20.09	1	1	0	0	0	1
20.11	1	1	0	0	0	1
20.13	3	1.73205	0	0	0	1
20.14	1	1	0	0	0	1
20.16	0	1	0	0	0	1
20.17	1	1	0	0	0	1
20.19	0	1	0	0	0	1
20.2	1	1	0	0	0	1
20.22	4	2	0	0	0	1
20.24	1	1	0	0	0	1
20.25	1	1	0	0	0	1
20.27	0	1	0	0	0	1
20.28	0	1	0	0	0	1
20.3	2	1.41421	0	0	0	1
20.32	3	1.73205	0	0	0	1
20.33	1	1	0	0	0	1
20.35	2	1.41421	0	0	0	1
20.36	2	1.41421	0	0	0	1
20.38	2	1.41421	0	0	0	1
20.39	2	1.41421	0	0	0	1
20.41	0	1	0	0	0	1
20.43	1	1	0	0	0	1
20.44	2	1.41421	0	0	0	1
20.46	1	1	0	0	0	1
20.47	1	1	0	0	0	1
20.49	2	1.41421	0	0	0	1
20.51	0	1	0	0	0	1
20.52	5	2.23607	0	0	0	1
20.54	0	1	0	0	0	1
20.55	0	1	0	0	0	1
20.57	1	1	0	0	0	1
20.58	2	1.41421	0	0	0	1
20.6	2	1.41421	0	0	0	1
20.62	1	1	0	0	0	1
20.63	2	1.41421	0	0	0	1
20.65	3	1.73205	0	0	0	1
20.66	0	1	0	0	0	1
20.68	1	1	0	0	0	1
20.7	1	1	0	0	0	1
20.71	1	1	0	0	0	1
20.73	3	1.73205	0	0	0	1
20.74	0	1	0	0	0	1
20.76	2	1.41421	0	0	0	1
20.77	1	1	0	0	0	1
20.79	0	1	0	0	0	1
20.81	1	1	0	0	0	1
20.82	6	2.44949	0	0	0	1
20.84	0	1	0	0	0	1
20.85	2	1.41421	0	0	0	1
20.87	2	1.41421	0	0	0	1
20.89	4	2	0	0	0	1
20.9	1	1	0	0	0	1
20.92	3	1.73205	0	0	0	1
20.93	0	1	0	0	0	1
20.95	2	1.41421	0	0	0	1
20.96	1	1	0	0	0	1
20.98	1	1	0	0	0	1
21	3	1.73205	0	0	0	1
21.01	1	1	0	0	0	1
21.03	0	1	0	0	0	1
21.04	2	1.41421	0	0	0	1
21.06	2	1.41421	0	0	0	1
21.08	2	1.41421	0	0	0	1
21.09	4	2	0	0	0	1
21.11	0	1	0	0	0	1
21.12	1	1	0	0	0	1
21.14	2	1.41421	0	0	0	1
21.15	1	1	0	0	0	1
21.17	3	1.73205	0	0	0	1
21.19	1	1	0	0	0	1
21.2	1	1	0	0	0	1
21.22	3	1.73205	0	0	0	1
21.23	5	2.23607	0	0	0	1
21.25	0	1	0	0	0	1
21.26	1	1	0	0	0	1
21.28	1	1	0	0	0	1
21.3	2	1.41421	0	0	0	1
21.31	1	1	0	0	0	1
21.33	0	1	0	0	0	1
21.34	1	1	0	0	0	1
21.36	1	1	0	0	0	1
21.38	0	1	0	0	0	1
21.39	2	1.41421	0	0	0	1
21.41	2	1.41421	0	0	0	1
21.42	3	1.73205	0	0	0	1
21.44	3	1.73205	0	0	0	1
21.45	1	1	0	0	0	1
21.47	1	1	0	0	0	1
21.49	1	1	0	0	0	1
21.5	0	1	0	0	0	1
21.52	3	1.73205	0	0	0	1
21.53	1	1	0	0	0	1
21.55	1	1	0	0	0	1
21.57	2	1.41421	0	0	0	1
21.58	0	1	0	0	0	1
21.6	2	1.41421	0	0	0	1
21.61	2	1.41421	0	0	0	1
21.63	0	1	0	0	0	1
21.64	3	1.73205	0	0	0	1
21.66	0	1	0	0	0	1
21.68	1	1	0	0	0	1
21.69	1	1	0	0	0	1
21.71	0	1	0	0	0	1
21.72	1	1	0	0	0	1
21.74	3	1.73205	0	0	0	1
21.76	2	1.41421	0	0	0	1
21.77	0	1	0	0	0	1
21.79	1	1	0	0	0	1
21.8	2	1.41421	0	0	0	1
21.82	0	1	0	0	0	1
21.83	0	1	0	0	0	1
21.85	1	1	0	0	0	1
21.87	2	1.41421	0	0	0	1
21.88	0	1	0	0	0	1
21.9	2	1.41421	0	0	0	1
21.91	2	1.41421	0	0	0	1
21.93	1	1	0	0	0	1
21.95	4	2	0	0	0	1
21.96	1	1	0	0	0	1
21.98	1	1	0	0	0	1
21.99	0	1	0	0	0	1
22.01	1	1	0	0	0	1
22.02	3	1.73205	0	0	0	1
22.04	3	1.73205	0	0	0	1
22.06	0	1	0	0	0	1
22.07	2	1.41421	0	0	0	1
22.09	2	1.41421	0	0	0	1
22.1	1	1	0	0	0	1
22.12	2	1.41421	0	0	0	1
22.14	0	1	0	0	0	1
22.15	2	1.41421	0	0	0	1
22.17	2	1.41421	0	0	0	1
22.18	3	1.73205	0	0	0	1
22.2	0	1	0	0	0	1
22.21	2	1.41421	0	0	0	1
22.23	1	1	0	0	0	1
22.25	4	2	0	0	0	1
22.26	2	1.41421	0	0	0	1
22.28	2	1.41421	0	0	0	1
22.29	0	1	0	0	0	1
22.31	0	1	0	0	0	1
22.32	4	2	0	0	0	1
22.34	1	1	0	0	0	1
22.36	2	1.41421	0	0	0	1
22.37	0	1	0	0	0	1
22.39	0	1	0	0	0	1
22.4	2	1.41421	0	0	0	1
22.42	0	1	0	0	0	1
22.44	0	1	0	0	0	1
22.45	0	1	0	0	0	1
22.47	2	1.41421	0	0	0	1
22.48	1	1	0	0	0	1
22.5	1	1	0	0	0	1
22.51	0	1	0	0	0	1
22.53	1	1	0	0	0	1
22.55	0	1	0	0	0	1
22.56	0	1	0	0	0	1
22.58	2	1.41421	0	0	0	1
22.59	1	1	0	0	0	1
22.61	1	1	0	0	0	1
22.63	0	1	0	0	0	1
22.64	0	1	0	0	0	1
22.66	2	1.41421	0	0	0	1
22.67	1	1	0	0	0	1
22.69	0	1	0	0	0	1
22.7	0	1	0	0	0	1
22.72	0	1	0	0	0	1
22.74	0	1	0	0	0	1
22.75	3	1.73205	0	0	0	1
22.77	0	1	0	0	0	1
22.78	0	1	0	0	0	1
22.8	0	1	0	0	0	1
22.82	2	1.41421	0	0	0	1
22.83	2	1.41421	0	0	0	1
22.85	1	1	0	0	0	1
22.86	3	1.73205	0	0	0	1
22.88	0	1	0	0	0	1
22.89	1	1	0	0	0	1
22.91	2	1.41421	0	0	0	1
22.93	0	1	0	0	0	1
22.94	2	1.41421	0	0	0	1
22.96	0	1	0	0	0	1
22.97	1	1	0	0	0	1
22.99	0	1	0	0	0	1
23.01	1	1	0	0	0	1
23.02	1	1	0	0	0	1
23.04	1	1	0	0	0	1
23.05	0	1	0	0	0	1
23.07	2	1.41421	0	0	0	1
23.08	0	1	0	0	0	1
23.1	0	1	0	0	0	1
23.12	0	1	0	0	0	1
23.13	3	1.73205	0	0	0	1
23.15	0	1	0	0	0	1
23.16	0	1	0	0	0	1
23.18	1	1	0	0	0	1
23.2	0	1	0	0	0	1
23.21	0	1	0	0	0	1
23.23	0	1	0	0	0	1
23.24	0	1	0	0	0	1
23.26	0	1	0	0	0	1
23.27	1	1	0	0	0	1
23.29	1	1	0	0	0	1
23.31	0	1	0	0	0	1
23.32	0	1	0	0	0	1
23.34	0	1	0	0	0	1
23.35	2	1.41421	0	0	0	1
23.37	0	1	0	0	0	1
23.38	3	1.73205	0	0	0	1
23.4	1	1	0	0	0	1
23.42	2	1.41421	0	0	0	1
23.43	1	1	0	0	0	1
23.45	0	1	0	0	0	1
23.46	0	1	0	0	0	1
23.48	0	1	0	0	0	1
23.5	1	1	0	0	0	1
23.51	2	1.41421	0	0	0	1
23.53	2	1.41421	0	0	0	1
23.54	1	1	0	0	0	1
23.56	0	1	0	0	0	1
23.57	0	1	0	0	0	1
23.59	1	1	0	0	0	1
23.61	2	1.41421	0	0	0	1
23.62	1	1	0	0	0	1
23.64	0	1	0	0	0	1
23.65	1	1	0	0	0	1
23.67	0	1	0	0	0	1
23.69	2	1.41421	0	0	0	1
23.7	0	1	0	0	0	1
23.72	2	1.41421	0	0	0	1
23.73	0	1	0	0	0	1
23.75	1	1	0	0	0	1
23.76	3	1.73205	0	0	0	1
23.78	1	1	0	0	0	1
23.8	2	1.41421	0	0	0	1
23.81	0	1	0	0	0	1
23.83	0	1	0	0	0	1
23.84	0	1	0	0	0	1
23.86	0	1	0	0	0	1
23.88	0	1	0	0	0	1
23.89	1	1	0	0	0	1
23.91	1	1	0	0	0	1
23.92	0	1	0	0	0	1
23.94	3	1.73205	0	0	0	1
23.95	0	1	0	0	0	1
23.97	2	1.41421	0	0	0	1
23.99	0	1	0	0	0	1
24	1	1	0	0	0	1
24.02	0	1	0	0	0	1
24.03	1	1	0	0	0	1
24.05	0	1	0	0	0	1
24.07	0	1	0	0	0	1
24.08	0	1	0	0	0	1
24.1	0	1	0	0	0	1
24.11	0	1	0	0	0	1
24.13	2	1.41421	0	0	0	1
24.14	1	1	0	0	0	1
24.16	2	1.41421	0	0	0	1
24.18	0	1	0	0	0	1
24.19	1	1	0	0	0	1
24.21	1	1	0	0	0	1
