# exported by fityk 0.8.7
#17-X:x	17-X:y	17-X:s	17-X:F(x)	17-X:%_1(x)	17-X:%_2(x)	17-X:a
1.31	31	5.56776	1.04617e-186	1.04617e-186	1.88123e-269	1
1.33	28	5.2915	1.42659e-185	1.42659e-185	5.16421e-268	1
1.35	26	5.09902	1.93013e-184	1.93013e-184	1.40523e-266	1
1.36	29	5.38516	7.07872e-184	7.07872e-184	7.30607e-266	1
1.38	34	5.83095	9.46531e-183	9.46531e-183	1.96198e-264	1
1.39	22	4.69042	3.45102e-182	3.45102e-182	1.01337e-263	1
1.41	29	5.38516	4.56058e-181	4.56058e-181	2.68564e-262	1
1.42	32	5.65685	1.65302e-180	1.65302e-180	1.37802e-261	1
1.44	22	4.69042	2.15895e-179	2.15895e-179	3.60416e-260	1
1.46	23	4.79583	2.7977e-178	2.7977e-178	9.34399e-259	1
1.47	29	5.38516	1.00416e-177	1.00416e-177	4.74202e-258	1
1.49	26	5.09902	1.28603e-176	1.28603e-176	1.21328e-256	1
1.5	30	5.47723	4.58881e-176	4.58881e-176	6.11684e-256	1
1.52	28	5.2915	5.8082e-175	5.8082e-175	1.54452e-254	1
1.54	23	4.79583	7.2942e-174	7.2942e-174	3.86581e-253	1
1.55	23	4.79583	2.57732e-173	2.57732e-173	1.92766e-252	1
1.57	41	6.40312	3.19887e-172	3.19887e-172	4.76152e-251	1
1.58	25	5	1.12365e-171	1.12365e-171	2.35869e-250	1
1.6	27	5.19615	1.37833e-170	1.37833e-170	5.74983e-249	1
1.61	29	5.38516	4.81321e-170	4.81321e-170	2.82953e-248	1
1.63	32	5.65685	5.83506e-169	5.83506e-169	6.80719e-247	1
1.65	18	4.24264	7.0186e-168	7.0186e-168	1.62331e-245	1
1.66	23	4.79583	2.42704e-167	2.42704e-167	7.90104e-245	1
1.68	16	4	2.88518e-166	2.88518e-166	1.85946e-243	1
1.69	30	5.47723	9.91847e-166	9.91847e-166	8.99093e-243	1
1.71	26	5.09902	1.16529e-164	1.16529e-164	2.08822e-241	1
1.73	26	5.09902	1.35836e-163	1.35836e-163	4.80758e-240	1
1.74	14	3.74166	4.62414e-163	4.62414e-163	2.29916e-239	1
1.76	25	5	5.32728e-162	5.32728e-162	5.22382e-238	1
1.77	32	5.65685	1.80288e-161	1.80288e-161	2.48179e-237	1
1.79	32	5.65685	2.05273e-160	2.05273e-160	5.56486e-236	1
1.8	28	5.2915	6.90618e-160	6.90618e-160	2.62643e-235	1
1.82	25	5	7.77134e-159	7.77134e-159	5.81198e-234	1
1.84	32	5.65685	8.67658e-158	8.67658e-158	1.27486e-232	1
1.85	28	5.2915	2.89067e-157	2.89067e-157	5.9511e-232	1
1.87	19	4.3589	3.18964e-156	3.18964e-156	1.28826e-230	1
1.88	29	5.38516	1.05642e-155	1.05642e-155	5.97412e-230	1
1.9	18	4.24264	1.15205e-154	1.15205e-154	1.27629e-228	1
1.92	20	4.47214	1.24653e-153	1.24653e-153	2.70274e-227	1
1.93	17	4.12311	4.08828e-153	4.08828e-153	1.23965e-226	1
1.95	20	4.47214	4.37183e-152	4.37183e-152	2.59074e-225	1
1.96	26	5.09902	1.42543e-151	1.42543e-151	1.18046e-224	1
1.98	27	5.19615	1.50647e-150	1.50647e-150	2.4347e-223	1
1.99	22	4.69042	4.88304e-150	4.88304e-150	1.10207e-222	1
2.01	24	4.89898	5.10029e-149	5.10029e-149	2.24322e-221	1
2.03	18	4.24264	5.28561e-148	5.28561e-148	4.52599e-220	1
2.04	31	5.56776	1.69655e-147	1.69655e-147	2.02629e-219	1
2.06	24	4.89898	1.73764e-146	1.73764e-146	4.03471e-218	1
2.07	22	4.69042	5.54469e-146	5.54469e-146	1.79446e-217	1
2.09	22	4.69042	5.61255e-145	5.61255e-145	3.52626e-216	1
2.11	20	4.47214	5.63687e-144	5.63687e-144	6.86869e-215	1
2.12	26	5.09902	1.78115e-143	1.78115e-143	3.02149e-214	1
2.14	18	4.24264	1.76794e-142	1.76794e-142	5.80831e-213	1
2.15	21	4.58258	5.55362e-142	5.55362e-142	2.53823e-212	1
2.17	22	4.69042	5.448e-141	5.448e-141	4.81536e-211	1
2.18	18	4.24264	1.70134e-140	1.70134e-140	2.09047e-210	1
2.2	21	4.58258	1.64946e-139	1.64946e-139	3.91391e-209	1
2.22	23	4.79583	1.58668e-138	1.58668e-138	7.26369e-208	1
2.23	21	4.58258	4.90666e-138	4.90666e-138	3.11887e-207	1
2.25	21	4.58258	4.6647e-137	4.6647e-137	5.71233e-206	1
2.26	30	5.47723	1.43406e-136	1.43406e-136	2.43662e-205	1
2.28	21	4.58258	1.3474e-135	1.3474e-135	4.40425e-204	1
2.3	19	4.3589	1.25609e-134	1.25609e-134	7.89107e-203	1
2.31	12	3.4641	3.8239e-134	3.8239e-134	3.32916e-202	1
2.33	22	4.69042	3.52308e-133	3.52308e-133	5.88665e-201	1
2.34	28	5.2915	1.06624e-132	1.06624e-132	2.46718e-200	1
2.36	16	4	9.70871e-132	9.70871e-132	4.3053e-199	1
2.37	21	4.58258	2.92105e-131	2.92105e-131	1.79255e-198	1
2.39	23	4.79583	2.62868e-130	2.62868e-130	3.08704e-197	1
2.41	20	4.47214	2.3471e-129	2.3471e-129	5.26979e-196	1
2.42	24	4.89898	6.99281e-129	6.99281e-129	2.17013e-195	1
2.44	25	5	6.17074e-128	6.17074e-128	3.65599e-194	1
2.45	15	3.87298	1.82769e-127	1.82769e-127	1.49566e-193	1
2.47	17	4.12311	1.59397e-126	1.59397e-126	2.48669e-192	1
2.48	24	4.89898	4.69345e-126	4.69345e-126	1.01061e-191	1
2.5	19	4.3589	4.0454e-125	4.0454e-125	1.65821e-190	1
2.52	24	4.89898	3.45959e-124	3.45959e-124	2.69698e-189	1
2.53	15	3.87298	1.00874e-123	1.00874e-123	1.08409e-188	1
2.55	29	5.38516	8.52578e-123	8.52578e-123	1.74008e-187	1
2.56	21	4.58258	2.47135e-122	2.47135e-122	6.9485e-187	1
2.58	17	4.12311	2.06434e-121	2.06434e-121	1.10069e-185	1
2.6	15	3.87298	1.71089e-120	1.71089e-120	1.72831e-184	1
2.61	16	4	4.91096e-120	4.91096e-120	6.82599e-184	1
2.63	17	4.12311	4.02253e-119	4.02253e-119	1.05777e-182	1
2.64	16	4	1.14786e-118	1.14786e-118	4.1502e-182	1
2.66	23	4.79583	9.29208e-118	9.29208e-118	6.34691e-181	1
2.67	19	4.3589	2.63602e-117	2.63602e-117	2.47387e-180	1
2.69	14	3.74166	2.10894e-116	2.10894e-116	3.73369e-179	1
2.71	17	4.12311	1.67408e-115	1.67408e-115	5.58573e-178	1
2.72	17	4.12311	4.70276e-115	4.70276e-115	2.15337e-177	1
2.74	22	4.69042	3.6894e-114	3.6894e-114	3.17928e-176	1
2.75	23	4.79583	1.03034e-113	1.03034e-113	1.21759e-175	1
2.77	23	4.79583	7.98865e-113	7.98865e-113	1.77411e-174	1
2.79	19	4.3589	6.14556e-112	6.14556e-112	2.56236e-173	1
2.8	19	4.3589	1.69953e-111	1.69953e-111	9.70594e-173	1
2.82	16	4	1.29214e-110	1.29214e-110	1.38346e-171	1
2.83	23	4.79583	3.5524e-110	3.5524e-110	5.20592e-171	1
2.85	26	5.09902	2.66928e-109	2.66928e-109	7.3231e-170	1
2.86	31	5.56776	7.29545e-109	7.29545e-109	2.73754e-169	1
2.88	22	4.69042	5.41771e-108	5.41771e-108	3.80039e-168	1
2.9	20	4.47214	3.99184e-107	3.99184e-107	5.22966e-167	1
2.91	18	4.24264	1.08038e-106	1.08038e-106	1.93359e-166	1
2.93	22	4.69042	7.86728e-106	7.86728e-106	2.62591e-165	1
2.94	17	4.12311	2.11676e-105	2.11676e-105	9.64504e-165	1
2.96	17	4.12311	1.5234e-104	1.5234e-104	1.29267e-163	1
2.98	25	5	1.0878e-103	1.0878e-103	1.71732e-162	1
2.99	27	5.19615	2.89828e-103	2.89828e-103	6.2388e-162	1
3.01	16	4	2.04535e-102	2.04535e-102	8.17964e-161	1
3.02	24	4.89898	5.41756e-102	5.41756e-102	2.95201e-160	1
3.04	27	5.19615	3.77853e-101	3.77853e-101	3.81962e-159	1
3.05	20	4.47214	9.94958e-101	9.94958e-101	1.36942e-158	1
3.07	22	4.69042	6.85828e-100	6.85828e-100	1.74867e-157	1
3.09	20	4.47214	4.69051e-099	4.69051e-099	2.2134e-156	1
3.1	16	4	1.22305e-098	1.22305e-098	7.84878e-156	1
3.12	20	4.47214	8.26689e-098	8.26689e-098	9.80441e-155	1
3.13	22	4.69042	2.14296e-097	2.14296e-097	3.45381e-154	1
3.15	18	4.24264	1.43153e-096	1.43153e-096	4.25782e-153	1
3.17	24	4.89898	9.48821e-096	9.48821e-096	5.20302e-152	1
3.18	17	4.12311	2.43556e-095	2.43556e-095	1.81283e-151	1
3.2	23	4.79583	1.59541e-094	1.59541e-094	2.18622e-150	1
3.21	15	3.87298	4.0713e-094	4.0713e-094	7.56711e-150	1
3.23	31	5.56776	2.63572e-093	2.63572e-093	9.00609e-149	1
3.24	19	4.3589	6.6866e-093	6.6866e-093	3.09675e-148	1
3.26	17	4.12311	4.27822e-092	4.27822e-092	3.63733e-147	1
3.28	16	4	2.71591e-091	2.71591e-091	4.23484e-146	1
3.29	33	5.74456	6.82282e-091	6.82282e-091	1.44023e-145	1
3.31	30	5.47723	4.28063e-090	4.28063e-090	1.65484e-144	1
3.32	18	4.24264	1.06906e-089	1.06906e-089	5.59094e-144	1
3.34	20	4.47214	6.62885e-089	6.62885e-089	6.33984e-143	1
3.36	29	5.38516	4.0782e-088	4.0782e-088	7.12608e-142	1
3.37	30	5.47723	1.00857e-087	1.00857e-087	2.38125e-141	1
3.39	24	4.89898	6.13236e-087	6.13236e-087	2.64147e-140	1
3.4	24	4.89898	1.50769e-086	1.50769e-086	8.76867e-140	1
3.42	23	4.79583	9.05992e-086	9.05992e-086	9.59941e-139	1
3.43	25	5	2.21439e-085	2.21439e-085	3.16568e-138	1
3.45	21	4.58258	1.3151e-084	1.3151e-084	3.42017e-137	1
3.47	24	4.89898	7.74922e-084	7.74922e-084	3.66274e-136	1
3.48	23	4.79583	1.87556e-083	1.87556e-083	1.19468e-135	1
3.5	18	4.24264	1.09225e-082	1.09225e-082	1.26265e-134	1
3.51	22	4.69042	2.62809e-082	2.62809e-082	4.09132e-134	1
3.53	26	5.09902	1.5126e-081	1.5126e-081	4.26737e-133	1
3.54	25	5	3.61815e-081	3.61815e-081	1.37365e-132	1
3.56	28	5.2915	2.05808e-080	2.05808e-080	1.41398e-131	1
3.58	24	4.89898	1.16153e-079	1.16153e-079	1.44274e-130	1
3.59	28	5.2915	2.7513e-079	2.7513e-079	4.59335e-130	1
3.61	32	5.65685	1.53461e-078	1.53461e-078	4.62535e-129	1
3.62	32	5.65685	3.61369e-078	3.61369e-078	1.46292e-128	1
3.64	23	4.79583	1.99206e-077	1.99206e-077	1.4538e-127	1
3.66	34	5.83095	1.08956e-076	1.08956e-076	1.43208e-126	1
3.67	30	5.47723	2.54066e-076	2.54066e-076	4.47988e-126	1
3.69	21	4.58258	1.37336e-075	1.37336e-075	4.35511e-125	1
3.7	17	4.12311	3.18365e-075	3.18365e-075	1.35342e-124	1
3.72	31	5.56776	1.70081e-074	1.70081e-074	1.29848e-123	1
3.73	32	5.65685	3.91962e-074	3.91962e-074	4.0087e-123	1
3.75	33	5.74456	2.0695e-073	2.0695e-073	3.79555e-122	1
3.77	19	4.3589	1.08413e-072	1.08413e-072	3.56225e-121	1
3.78	26	5.09902	2.47407e-072	2.47407e-072	1.08772e-120	1
3.8	18	4.24264	1.28091e-071	1.28091e-071	1.00748e-119	1
3.81	25	5	2.906e-071	2.906e-071	3.05607e-119	1
3.83	19	4.3589	1.48695e-070	1.48695e-070	2.79352e-118	1
3.85	29	5.38516	7.54899e-070	7.54899e-070	2.53117e-117	1
3.86	24	4.89898	1.69593e-069	1.69593e-069	7.59402e-117	1
3.88	25	5	8.50931e-069	8.50931e-069	6.79062e-116	1
3.89	23	4.79583	1.90046e-068	1.90046e-068	2.02393e-115	1
3.91	30	5.47723	9.42403e-068	9.42403e-068	1.78608e-114	1
3.92	15	3.87298	2.09242e-067	2.09242e-067	5.28837e-114	1
3.94	28	5.2915	1.02546e-066	1.02546e-066	4.60572e-113	1
3.96	16	4	4.98632e-066	4.98632e-066	3.97605e-112	1
3.97	24	4.89898	1.09631e-065	1.09631e-065	1.16439e-111	1
3.99	22	4.69042	5.26853e-065	5.26853e-065	9.92021e-111	1
4	26	5.09902	1.15157e-064	1.15157e-064	2.88602e-110	1
4.02	18	4.24264	5.46935e-064	5.46935e-064	2.42657e-109	1
4.04	20	4.47214	2.57737e-063	2.57737e-063	2.02239e-108	1
4.05	20	4.47214	5.57853e-063	5.57853e-063	5.81928e-108	1
4.07	29	5.38516	2.59808e-062	2.59808e-062	4.78642e-107	1
4.08	22	4.69042	5.59039e-062	5.59039e-062	1.3682e-106	1
4.1	23	4.79583	2.57316e-061	2.57316e-061	1.1106e-105	1
4.11	18	4.24264	5.50429e-061	5.50429e-061	3.15378e-105	1
4.13	21	4.58258	2.5039e-060	2.5039e-060	2.52646e-104	1
4.15	21	4.58258	1.13013e-059	1.13013e-059	2.00619e-103	1
4.16	18	4.24264	2.3939e-059	2.3939e-059	5.63466e-103	1
4.18	25	5	1.06784e-058	1.06784e-058	4.41567e-102	1
4.19	31	5.56776	2.2487e-058	2.2487e-058	1.23205e-101	1
4.21	14	3.74166	9.91345e-058	9.91345e-058	9.52852e-101	1
4.23	17	4.12311	4.33623e-057	4.33623e-057	7.3047e-100	1
4.24	28	5.2915	9.04232e-057	9.04232e-057	2.01585e-099	1
4.26	22	4.69042	3.90894e-056	3.90894e-056	1.52512e-098	1
4.27	21	4.58258	8.10349e-056	8.10349e-056	4.18114e-098	1
4.29	19	4.3589	3.46213e-055	3.46213e-055	3.12183e-097	1
4.3	25	5	7.13513e-055	7.13513e-055	8.50226e-097	1
4.32	22	4.69042	3.01276e-054	3.01276e-054	6.26496e-096	1
4.34	19	4.3589	1.26218e-053	1.26218e-053	4.57596e-095	1
4.35	14	3.74166	2.57587e-053	2.57587e-053	1.23263e-094	1
4.37	17	4.12311	1.06653e-052	1.06653e-052	8.88513e-094	1
4.38	25	5	2.16382e-052	2.16382e-052	2.37765e-093	1
4.4	31	5.56776	8.85445e-052	8.85445e-052	1.69141e-092	1
4.42	22	4.69042	3.59498e-051	3.59498e-051	1.1927e-091	1
4.43	18	4.24264	7.2225e-051	7.2225e-051	3.15674e-091	1
4.45	21	4.58258	2.89811e-050	2.89811e-050	2.19679e-090	1
4.46	19	4.3589	5.78829e-050	5.78829e-050	5.77606e-090	1
4.48	27	5.19615	2.29546e-049	2.29546e-049	3.9669e-089	1
4.49	15	3.87298	4.55776e-049	4.55776e-049	1.03616e-088	1
4.51	19	4.3589	1.78633e-048	1.78633e-048	7.02291e-088	1
4.53	13	3.60555	6.9465e-048	6.9465e-048	4.71829e-087	1
4.54	16	4	1.36581e-047	1.36581e-047	1.21895e-086	1
4.56	24	4.89898	5.24913e-047	5.24913e-047	8.08208e-086	1
4.57	26	5.09902	1.02603e-046	1.02603e-046	2.07424e-085	1
4.59	16	4	3.89715e-046	3.89715e-046	1.35727e-084	1
4.6	17	4.12311	7.57292e-046	7.57292e-046	3.46048e-084	1
4.62	15	3.87298	2.84278e-045	2.84278e-045	2.23466e-083	1
4.64	17	4.12311	1.05881e-044	1.05881e-044	1.43043e-082	1
4.65	14	3.74166	2.0374e-044	2.0374e-044	3.60712e-082	1
4.67	23	4.79583	7.49968e-044	7.49968e-044	2.27869e-081	1
4.68	16	4	1.43466e-043	1.43466e-043	5.70839e-081	1
4.7	28	5.2915	5.21923e-043	5.21923e-043	3.55883e-080	1
4.72	17	4.12311	1.8839e-042	1.8839e-042	2.19927e-079	1
4.73	19	4.3589	3.56867e-042	3.56867e-042	5.4492e-079	1
4.75	13	3.60555	1.27306e-041	1.27306e-041	3.32334e-078	1
4.76	23	4.79583	2.39742e-041	2.39742e-041	8.18018e-078	1
4.78	25	5	8.4524e-041	8.4524e-041	4.92349e-077	1
4.79	19	4.3589	1.58242e-040	1.58242e-040	1.20392e-076	1
4.81	13	3.60555	5.51375e-040	5.51375e-040	7.15115e-076	1
4.83	24	4.89898	1.9062e-039	1.9062e-039	4.21051e-075	1
4.84	17	4.12311	3.53388e-039	3.53388e-039	1.01831e-074	1
4.86	20	4.47214	1.20744e-038	1.20744e-038	5.91712e-074	1
4.87	19	4.3589	2.22533e-038	2.22533e-038	1.42165e-073	1
4.89	17	4.12311	7.51448e-038	7.51448e-038	8.15247e-073	1
4.91	22	4.69042	2.51767e-037	2.51767e-037	4.63411e-072	1
4.92	13	3.60555	4.59484e-037	4.59484e-037	1.10121e-071	1
4.94	20	4.47214	1.52146e-036	1.52146e-036	6.17757e-071	1
4.95	18	4.24264	2.76045e-036	2.76045e-036	1.45834e-070	1
4.97	21	4.58258	9.03362e-036	9.03362e-036	8.07371e-070	1
4.98	16	4	1.62939e-035	1.62939e-035	1.89342e-069	1
5	19	4.3589	5.26987e-035	5.26987e-035	1.0345e-068	1
5.02	22	4.69042	1.6911e-034	1.6911e-034	5.60268e-068	1
5.03	11	3.31662	3.02047e-034	3.02047e-034	1.29956e-067	1
5.05	11	3.31662	9.57933e-034	9.57933e-034	6.94588e-067	1
5.06	20	4.47214	1.70094e-033	1.70094e-033	1.60052e-066	1
5.08	30	5.47723	5.33138e-033	5.33138e-033	8.44234e-066	1
5.1	27	5.19615	1.65801e-032	1.65801e-032	4.41412e-065	1
5.11	23	4.79583	2.91529e-032	2.91529e-032	1.00601e-064	1
5.13	26	5.09902	8.96025e-032	8.96025e-032	5.19102e-064	1
5.14	22	4.69042	1.56625e-031	1.56625e-031	1.17529e-063	1
5.16	19	4.3589	4.75764e-031	4.75764e-031	5.98501e-063	1
5.17	15	3.87298	8.26759e-031	8.26759e-031	1.34614e-062	1
5.19	21	4.58258	2.48199e-030	2.48199e-030	6.76519e-062	1
5.21	14	3.74166	7.39292e-030	7.39292e-030	3.37014e-061	1
5.22	23	4.79583	1.27217e-029	1.27217e-029	7.49721e-061	1
5.24	25	5	3.74502e-029	3.74502e-029	3.68584e-060	1
5.25	19	4.3589	6.40664e-029	6.40664e-029	8.14559e-060	1
5.27	21	4.58258	1.86393e-028	1.86393e-028	3.95211e-059	1
5.29	19	4.3589	5.3805e-028	5.3805e-028	1.9007e-058	1
5.3	15	3.87298	9.1147e-028	9.1147e-028	4.15456e-058	1
5.32	13	3.60555	2.60032e-027	2.60032e-027	1.97187e-057	1
5.33	20	4.47214	4.37918e-027	4.37918e-027	4.28178e-057	1
5.35	19	4.3589	1.23472e-026	1.23472e-026	2.00562e-056	1
5.36	21	4.58258	2.06719e-026	2.06719e-026	4.32641e-056	1
5.38	16	4	5.76035e-026	5.76035e-026	1.99995e-055	1
5.4	21	4.58258	1.59262e-025	1.59262e-025	9.16416e-055	1
5.41	18	4.24264	2.64038e-025	2.64038e-025	1.95522e-054	1
5.43	16	4	7.21474e-025	7.21474e-025	8.84174e-054	1
5.44	21	4.58258	1.18911e-024	1.18911e-024	1.87403e-053	1
5.46	19	4.3589	3.21119e-024	3.21119e-024	8.36347e-053	1
5.48	20	4.47214	8.60413e-024	8.60413e-024	3.69978e-052	1
5.49	29	5.38516	1.40427e-023	1.40427e-023	7.75602e-052	1
5.51	26	5.09902	3.71863e-023	3.71863e-023	3.38609e-051	1
5.52	20	4.47214	6.03353e-023	6.03353e-023	7.05172e-051	1
5.54	21	4.58258	1.57905e-022	1.57905e-022	3.03825e-050	1
5.55	12	3.4641	2.54701e-022	2.54701e-022	6.28571e-050	1
5.57	22	4.69042	6.58788e-022	6.58788e-022	2.67271e-049	1
5.59	17	4.12311	1.69066e-021	1.69066e-021	1.12649e-048	1
5.6	17	4.12311	2.70043e-021	2.70043e-021	2.30507e-048	1
5.62	27	5.19615	6.84913e-021	6.84913e-021	9.58806e-048	1
5.63	22	4.69042	1.08757e-020	1.08757e-020	1.94904e-047	1
5.65	22	4.69042	2.72617e-020	2.72617e-020	8.00084e-047	1
5.67	23	4.79583	6.78016e-020	6.78016e-020	3.25559e-046	1
5.68	26	5.09902	1.06612e-019	1.06612e-019	6.54553e-046	1
5.7	29	5.38516	2.62051e-019	2.62051e-019	2.6285e-045	1
5.71	24	4.89898	4.09637e-019	4.09637e-019	5.24998e-045	1
5.73	26	5.09902	9.95107e-019	9.95107e-019	2.08061e-044	1
5.74	31	5.56776	1.54642e-018	1.54642e-018	4.12832e-044	1
5.76	22	4.69042	3.71271e-018	3.71271e-018	1.61464e-043	1
5.78	18	4.24264	8.84399e-018	8.84399e-018	6.25975e-043	1
5.79	23	4.79583	1.36097e-017	1.36097e-017	1.22847e-042	1
5.81	25	5	3.20404e-017	3.20404e-017	4.70019e-042	1
5.82	27	5.19615	4.90169e-017	4.90169e-017	9.16342e-042	1
5.84	33	5.74456	1.14048e-016	1.14048e-016	3.46001e-041	1
5.85	22	4.69042	1.73452e-016	1.73452e-016	6.70122e-041	1
5.87	22	4.69042	3.98852e-016	3.98852e-016	2.49714e-040	1
5.89	33	5.74456	9.09993e-016	9.09993e-016	9.22382e-040	1
5.9	24	4.89898	1.37048e-015	1.37048e-015	1.7669e-039	1
5.92	34	5.83095	3.09024e-015	3.09024e-015	6.44094e-039	1
5.93	30	5.47723	4.62673e-015	4.62673e-015	1.2257e-038	1
5.95	24	4.89898	1.03106e-014	1.03106e-014	4.40952e-038	1
5.97	30	5.47723	2.27976e-014	2.27976e-014	1.57245e-037	1
5.98	28	5.2915	3.37998e-014	3.37998e-014	2.95963e-037	1
6	33	5.74456	7.386e-014	7.386e-014	1.04158e-036	1
6.01	32	5.65685	1.08863e-013	1.08863e-013	1.94754e-036	1
6.03	52	7.2111	2.35108e-013	2.35108e-013	6.7641e-036	1
6.04	33	5.74456	3.44497e-013	3.44497e-013	1.25643e-035	1
6.06	25	5	7.35299e-013	7.35299e-013	4.30658e-035	1
6.08	37	6.08276	1.55718e-012	1.55718e-012	1.4632e-034	1
6.09	40	6.32456	2.25942e-012	2.25942e-012	2.68818e-034	1
6.11	33	5.74456	4.72893e-012	4.72893e-012	9.01363e-034	1
6.12	48	6.9282	6.82132e-012	6.82132e-012	1.64508e-033	1
6.14	47	6.85565	1.411e-011	1.411e-011	5.44376e-033	1
6.16	33	5.74456	2.89586e-011	2.89586e-011	1.78562e-032	1
6.17	45	6.7082	4.13643e-011	4.13643e-011	3.2233e-032	1
6.19	33	5.74456	8.39014e-011	8.39014e-011	1.04342e-031	1
6.2	43	6.55744	1.19142e-010	1.19142e-010	1.87114e-031	1
6.22	39	6.245	2.38835e-010	2.38835e-010	5.97772e-031	1
6.23	38	6.16441	3.37162e-010	3.37162e-010	1.06492e-030	1
6.25	32	5.65685	6.67983e-010	6.67983e-010	3.35748e-030	1
6.27	39	6.245	1.31306e-009	1.31306e-009	1.04928e-029	1
6.28	51	7.14143	1.83556e-009	1.83556e-009	1.84883e-029	1
6.3	51	7.14143	3.56601e-009	3.56601e-009	5.7022e-029	1
6.31	43	6.55744	4.95577e-009	4.95577e-009	9.9812e-029	1
6.33	51	7.14143	9.51515e-009	9.51515e-009	3.03807e-028	1
6.35	54	7.34847	1.81265e-008	1.81265e-008	9.16626e-028	1
6.36	45	6.7082	2.49452e-008	2.49452e-008	1.58693e-027	1
6.38	45	6.7082	4.69653e-008	4.69653e-008	4.7252e-027	1
6.39	44	6.63325	6.42532e-008	6.42532e-008	8.1268e-027	1
6.41	43	6.55744	1.19557e-007	1.19557e-007	2.3881e-026	1
6.42	59	7.68115	1.62608e-007	1.62608e-007	4.08024e-026	1
6.44	42	6.48074	2.9903e-007	2.9903e-007	1.18328e-025	1
6.46	44	6.63325	5.4561e-007	5.4561e-007	3.40149e-025	1
6.47	52	7.2111	7.34834e-007	7.34834e-007	5.74813e-025	1
6.49	48	6.9282	1.3251e-006	1.3251e-006	1.63071e-024	1
6.5	52	7.2111	1.7742e-006	1.7742e-006	2.7376e-024	1
6.52	47	6.85565	3.16194e-006	3.16194e-006	7.66459e-024	1
6.54	49	7	5.59112e-006	5.59112e-006	2.1271e-023	1
6.55	42	6.48074	7.41302e-006	7.41302e-006	3.53187e-023	1
6.57	47	6.85565	1.29549e-005	1.29549e-005	9.67325e-023	1
6.58	47	6.85565	1.70755e-005	1.70755e-005	1.5956e-022	1
6.6	55	7.4162	2.94919e-005	2.94919e-005	4.31281e-022	1
6.61	47	6.85565	3.86448e-005	3.86448e-005	7.06719e-022	1
6.63	48	6.9282	6.59647e-005	6.59647e-005	1.88518e-021	1
6.65	38	6.16441	0.000111719	0.000111719	4.98469e-021	1
6.66	46	6.78233	0.000144963	0.000144963	8.07883e-021	1
6.68	46	6.78233	0.000242641	0.000242641	2.10816e-020	1
6.69	37	6.08276	0.000312997	0.000312997	3.39428e-020	1
6.71	39	6.245	0.000517773	0.000517773	8.74121e-020	1
6.73	49	7	0.000849831	0.000849831	2.23139e-019	1
6.74	43	6.55744	0.00108556	0.00108556	3.5534e-019	1
6.76	38	6.16441	0.00176091	0.00176091	8.95192e-019	1
6.77	43	6.55744	0.00223615	0.00223615	1.41618e-018	1
6.79	54	7.34847	0.00358491	0.00358491	3.52096e-018	1
6.8	47	6.85565	0.00452574	0.00452574	5.53349e-018	1
