# exported by fityk 0.8.7
#2-Fe:x	2-Fe:y	2-Fe:s	2-Fe:F(x)	2-Fe:%_1(x)	2-Fe:%_2(x)	2-Fe:%_3(x)	2-Fe:%_4(x)	2-Fe:a
11.06	3	1.73205	9.7886e-083	9.7886e-083	2.93216e-092	0	5.94982e-111	1
11.08	5	2.23607	1.80783e-083	1.80783e-083	3.28236e-093	0	1.53552e-111	1
11.09	2	1.41421	7.74819e-084	7.74819e-084	1.09369e-093	0	7.79024e-112	1
11.11	4	2	1.41558e-084	1.41558e-084	1.20427e-094	0	1.99981e-112	1
11.12	1	1	6.03428e-085	6.03428e-085	3.97969e-095	0	1.01188e-112	1
11.14	5	2.23607	1.09058e-085	1.09058e-085	4.31034e-096	0	2.58375e-113	1
11.16	6	2.44949	1.95682e-086	1.95682e-086	4.61738e-097	0	6.57402e-114	1
11.17	3	1.73205	8.26653e-087	8.26653e-087	1.50503e-097	0	3.31164e-114	1
11.19	6	2.44949	1.46729e-087	1.46729e-087	1.58585e-098	0	8.38127e-115	1
11.2	5	2.23607	6.16504e-088	6.16504e-088	5.12657e-099	0	4.2108e-115	1
11.22	10	3.16228	1.08249e-088	1.08249e-088	5.31342e-100	0	1.06003e-115	1
11.23	0	1	4.5237e-089	4.5237e-089	1.70355e-100	0	5.31148e-116	1
11.25	3	1.73205	7.85743e-090	7.85743e-090	1.73674e-101	0	1.33001e-116	1
11.27	6	2.44949	1.35497e-090	1.35497e-090	1.7512e-102	0	3.31857e-117	1
11.28	7	2.64575	5.61152e-091	5.61152e-091	5.53787e-103	0	1.65547e-117	1
11.3	4	2	9.57257e-092	9.57257e-092	5.49256e-104	0	4.1087e-118	1
11.31	6	2.44949	3.943e-092	3.943e-092	1.72266e-104	0	2.04417e-118	1
11.33	3	1.73205	6.65382e-093	6.65382e-093	1.68059e-105	0	5.04645e-119	1
11.34	6	2.44949	2.72595e-093	2.72595e-093	5.22759e-106	0	2.50404e-119	1
11.36	3	1.73205	4.5505e-094	4.5505e-094	5.01646e-107	0	6.1489e-120	1
11.38	1	1	7.54163e-095	7.54163e-095	4.76117e-108	0	1.50456e-120	1
11.39	5	2.23607	3.06191e-095	3.06191e-095	1.46076e-108	0	7.43255e-121	1
11.41	3	1.73205	5.01991e-096	5.01991e-096	1.36373e-109	0	1.80899e-121	1
11.42	5	2.23607	2.02708e-096	2.02708e-096	4.14963e-110	0	8.91268e-122	1
11.44	3	1.73205	3.28754e-097	3.28754e-097	3.81056e-111	0	2.15771e-122	1
11.46	2	1.41421	5.29342e-098	5.29342e-098	3.46091e-112	0	5.20518e-123	1
11.47	4	2	2.11833e-098	2.11833e-098	1.03872e-112	0	2.55316e-123	1
11.49	4	2	3.37407e-099	3.37407e-099	9.27964e-114	0	6.12643e-124	1
11.5	3	1.73205	1.34295e-099	1.34295e-099	2.7622e-114	0	2.99705e-124	1
11.52	1	1	2.11601e-100	2.11601e-100	2.42728e-115	0	7.15334e-125	1
11.53	5	2.23607	8.37666e-101	8.37666e-101	7.16572e-116	0	3.4901e-125	1
11.55	3	1.73205	1.30565e-101	1.30565e-101	6.19378e-117	0	8.28589e-126	1
11.57	2	1.41421	2.02044e-102	2.02044e-102	5.29508e-118	0	1.96019e-126	1
11.58	2	1.41421	7.92648e-103	7.92648e-103	1.54184e-118	0	9.52136e-127	1
11.6	6	2.44949	1.21338e-103	1.21338e-103	1.29655e-119	0	2.2405e-127	1
11.61	6	2.44949	4.73457e-104	4.73457e-104	3.7443e-120	0	1.0854e-127	1
11.63	3	1.73205	7.16958e-105	7.16958e-105	3.09707e-121	0	2.5405e-128	1
11.65	2	1.41421	1.07788e-105	1.07788e-105	2.53368e-122	0	5.92527e-129	1
11.66	2	1.41421	4.16808e-106	4.16808e-106	7.21708e-123	0	2.85775e-129	1
11.68	1	1	6.19885e-107	6.19885e-107	5.80757e-124	0	6.62978e-130	1
11.69	1	1	2.38409e-107	2.38409e-107	1.64066e-124	0	3.18903e-130	1
11.71	2	1.41421	3.50748e-108	3.50748e-108	1.29863e-125	0	7.35901e-131	1
11.72	4	2	1.3417e-108	1.3417e-108	3.63852e-126	0	3.53038e-131	1
11.74	0	1	1.95265e-109	1.95265e-109	2.83284e-127	0	8.10343e-132	1
11.76	2	1.41421	2.82136e-110	2.82136e-110	2.18142e-128	0	1.85342e-132	1
11.77	2	1.41421	1.06955e-110	1.06955e-110	6.02846e-129	0	8.85213e-133	1
11.79	2	1.41421	1.52873e-111	1.52873e-111	4.56621e-130	0	2.0139e-133	1
11.8	4	2	5.76395e-112	5.76395e-112	1.25152e-130	0	9.59303e-134	1
11.82	0	1	8.14981e-113	8.14981e-113	9.32437e-132	0	2.17087e-134	1
11.84	1	1	1.14404e-113	1.14404e-113	6.87103e-133	0	4.89517e-135	1
11.85	2	1.41421	4.27474e-114	4.27474e-114	1.85751e-133	0	2.32144e-135	1
11.87	0	1	5.93607e-115	5.93607e-115	1.34637e-134	0	5.20688e-136	1
11.88	2	1.41421	2.20606e-115	2.20606e-115	3.60986e-135	0	2.46269e-136	1
11.9	2	1.41421	3.03043e-116	3.03043e-116	2.57369e-136	0	5.49436e-137	1
11.91	3	1.73205	1.12014e-116	1.12014e-116	6.84379e-137	0	2.59175e-137	1
11.93	4	2	1.52214e-117	1.52214e-117	4.79948e-138	0	5.75156e-138	1
11.95	1	1	2.05353e-118	2.05353e-118	3.32899e-139	0	1.27185e-138	1
11.96	0	1	7.52229e-119	7.52229e-119	8.73132e-140	0	5.97288e-139	1
11.98	2	1.41421	1.00391e-119	1.00391e-119	5.95704e-141	0	1.31378e-139	1
11.99	4	2	3.65755e-120	3.65755e-120	1.54958e-141	0	6.15334e-140	1
12.01	4	2	4.82872e-121	4.82872e-121	1.03991e-142	0	1.34628e-140	1
12.03	3	1.73205	6.32905e-122	6.32905e-122	6.90237e-144	0	2.93505e-141	1
12.04	3	1.73205	2.28515e-122	2.28515e-122	1.77096e-144	0	1.3686e-141	1
12.06	1	1	2.96291e-123	2.96291e-123	1.15623e-145	0	2.96787e-142	1
12.07	2	1.41421	1.06401e-123	1.06401e-123	2.94217e-146	0	1.38022e-142	1
12.09	1	1	1.36472e-124	1.36472e-124	1.88945e-147	0	2.97716e-143	1
12.1	3	1.73205	4.87437e-125	4.87437e-125	4.76843e-148	0	1.38086e-143	1
12.12	4	2	6.18465e-126	6.18465e-126	3.01213e-149	0	2.96272e-144	1
12.14	1	1	7.7907e-127	7.7907e-127	1.88189e-150	0	6.33414e-145	1
12.15	1	1	2.7576e-127	2.7576e-127	4.68447e-151	0	2.92488e-145	1
12.17	1	1	3.43629e-128	3.43629e-128	2.8788e-152	0	6.22001e-146	1
12.18	4	2	1.20974e-128	1.20974e-128	7.10715e-153	0	2.86453e-146	1
12.2	1	1	1.49124e-129	1.49124e-129	4.29614e-154	0	6.05931e-147	1
12.22	2	1.41421	1.82502e-130	1.82502e-130	2.56851e-155	0	1.27717e-147	1
12.23	3	1.73205	6.36725e-131	6.36725e-131	6.25449e-156	0	5.85579e-148	1
12.25	2	1.41421	7.70848e-132	7.70848e-132	3.67813e-157	0	1.22772e-148	1
12.26	2	1.41421	2.67486e-132	2.67486e-132	8.88286e-158	0	5.61405e-149	1
12.28	2	1.41421	3.20343e-133	3.20343e-133	5.13831e-159	0	1.17078e-149	1
12.29	1	1	1.1056e-133	1.1056e-133	1.23073e-159	0	5.33946e-150	1
12.31	2	1.41421	1.30981e-134	1.30981e-134	7.00262e-161	0	1.1076e-150	1
12.33	1	1	1.54057e-135	1.54057e-135	3.94077e-162	0	2.28942e-151	1
12.34	1	1	5.26919e-136	5.26919e-136	9.30998e-163	0	1.03949e-151	1
12.36	3	1.73205	6.13078e-137	6.13078e-137	5.15348e-164	0	2.13722e-152	1
12.37	1	1	2.08558e-137	2.08558e-137	1.20749e-164	0	9.67797e-153	1
12.39	5	2.23607	2.40046e-138	2.40046e-138	6.57458e-166	0	1.97925e-153	1
12.4	3	1.73205	8.12183e-139	8.12183e-139	1.5278e-166	0	8.9388e-154	1
12.42	4	2	9.2474e-140	9.2474e-140	8.18244e-168	0	1.81836e-154	1
12.44	5	2.23607	1.04532e-140	1.04532e-140	4.3343e-169	0	3.68587e-155	1
12.45	3	1.73205	3.50502e-141	3.50502e-141	9.93448e-170	0	1.65726e-155	1
12.47	2	1.41421	3.91938e-142	3.91938e-142	5.17622e-171	0	3.34146e-156	1
12.48	5	2.23607	1.30709e-142	1.30709e-142	1.17667e-171	0	1.49841e-156	1
12.5	2	1.41421	1.44587e-143	1.44587e-143	6.03052e-173	0	3.00513e-157	1
12.52	4	2	1.58788e-144	1.58788e-144	3.05686e-174	0	6.00554e-158	1
12.53	3	1.73205	5.24792e-145	5.24792e-145	6.854e-175	0	2.68113e-158	1
12.55	8	2.82843	5.70129e-146	5.70129e-146	3.4174e-176	0	5.32958e-159	1
12.56	2	1.41421	1.87409e-146	1.87409e-146	7.59942e-177	0	2.37303e-159	1
12.58	8	2.82843	2.01406e-147	2.01406e-147	3.72705e-178	0	4.69207e-160	1
12.59	4	2	6.58475e-148	6.58475e-148	8.21987e-179	0	2.08361e-160	1
12.61	1	1	7.00034e-149	7.00034e-149	3.96534e-180	0	4.09793e-161	1
12.63	4	2	7.38862e-150	7.38862e-150	1.89199e-181	0	8.031e-162	1
12.64	6	2.44949	2.39392e-150	2.39392e-150	4.1157e-182	0	3.55053e-162	1
12.66	5	2.23607	2.49949e-151	2.49949e-151	1.93158e-183	0	6.92126e-163	1
12.67	3	1.73205	8.05463e-152	8.05463e-152	4.1673e-184	0	3.05177e-163	1
12.69	2	1.41421	8.31925e-153	8.31925e-153	1.92378e-185	0	5.91739e-164	1
12.71	2	1.41421	8.53074e-154	8.53074e-154	8.78369e-187	0	1.14331e-164	1
12.72	6	2.44949	2.72435e-154	2.72435e-154	1.86916e-187	0	5.01885e-165	1
12.74	4	2	2.76352e-155	2.76352e-155	8.39458e-189	0	9.64553e-166	1
12.75	2	1.41421	8.77781e-156	8.77781e-156	1.77167e-189	0	4.22287e-166	1
12.77	4	2	8.80811e-157	8.80811e-157	7.82652e-191	0	8.07264e-167	1
12.78	4	2	2.78263e-157	2.78263e-157	1.63821e-191	0	3.52485e-167	1
12.8	2	1.41421	2.76216e-158	2.76216e-158	7.11845e-193	0	6.70247e-168	1
12.82	3	1.73205	2.72212e-159	2.72212e-159	3.05931e-194	0	1.26995e-168	1
12.83	4	2	8.52237e-160	8.52237e-160	6.31612e-195	0	5.52057e-169	1
12.85	0	1	8.30836e-161	8.30836e-161	2.67005e-196	0	1.04045e-169	1
12.86	1	1	2.58712e-161	2.58712e-161	5.46717e-197	0	4.51088e-170	1
12.88	1	1	2.49499e-162	2.49499e-162	2.27334e-198	0	8.45639e-171	1
12.9	2	1.41421	2.38883e-163	2.38883e-163	9.34945e-200	0	1.57967e-171	1
12.91	3	1.73205	7.37171e-164	7.37171e-164	1.88823e-200	0	6.81834e-172	1
12.93	5	2.23607	6.98204e-165	6.98204e-165	7.63852e-202	0	1.26691e-172	1
12.94	3	1.73205	2.14295e-165	2.14295e-165	1.53001e-202	0	5.45383e-173	1
12.96	7	2.64575	2.00781e-166	2.00781e-166	6.08807e-204	0	1.00799e-173	1
12.97	1	1	6.12919e-167	6.12919e-167	1.20943e-204	0	4.32766e-174	1
12.99	4	2	5.68081e-168	5.68081e-168	4.73367e-206	0	7.95597e-175	1
13.01	2	1.41421	5.22736e-169	5.22736e-169	1.83247e-207	0	1.45744e-175	1
13.02	2	1.41421	1.5814e-169	1.5814e-169	3.59057e-208	0	6.22961e-176	1
13.04	6	2.44949	1.4395e-170	1.4395e-170	1.36721e-209	0	1.13513e-176	1
13.05	3	1.73205	4.33132e-171	4.33132e-171	2.65691e-210	0	4.83903e-177	1
13.07	3	1.73205	3.9002e-172	3.90019e-172	9.95127e-212	0	8.77057e-178	1
13.09	1	1	3.48673e-173	3.48671e-173	3.68639e-213	0	1.584e-178	1
13.1	1	1	1.0397e-173	1.03969e-173	7.06596e-214	0	6.72265e-179	1
13.12	3	1.73205	9.19473e-175	9.19461e-175	2.5747e-215	0	1.20769e-179	1
13.13	3	1.73205	2.72696e-175	2.72691e-175	4.89453e-216	0	5.1119e-180	1
13.15	4	2	2.38568e-176	2.38559e-176	1.75427e-217	0	9.13444e-181	1
13.16	2	1.41421	7.03729e-177	7.0369e-177	3.30749e-218	0	3.85615e-181	1
13.18	4	2	6.09048e-178	6.0898e-178	1.16605e-219	0	6.85392e-182	1
13.2	3	1.73205	5.23347e-179	5.23225e-179	4.0659e-221	0	1.2139e-182	1
13.21	2	1.41421	1.53003e-179	1.52952e-179	7.56108e-222	0	5.10183e-183	1
13.23	2	1.41421	1.30088e-180	1.29999e-180	2.59331e-223	0	8.98785e-184	1
13.24	4	2	3.78344e-181	3.77967e-181	4.78298e-224	0	3.7674e-184	1
13.26	0	1	3.18445e-182	3.17785e-182	1.61362e-225	0	6.60173e-185	1
13.28	1	1	2.66416e-183	2.65264e-183	5.38424e-227	0	1.15274e-185	1
13.29	2	1.41421	7.69129e-184	7.64318e-184	9.79477e-228	0	4.81049e-186	1
13.31	1	1	6.3948e-185	6.31125e-185	3.21477e-229	0	8.35505e-187	1
13.32	0	1	1.84345e-185	1.80867e-185	5.8001e-230	0	3.47737e-187	1
13.34	5	2.23607	1.53748e-186	1.4774e-186	1.8725e-231	0	6.00754e-188	1
13.35	1	1	4.46043e-187	4.21106e-187	3.35061e-232	0	2.49368e-188	1
13.37	1	1	3.83124e-188	3.40272e-188	1.064e-233	0	4.28522e-189	1
13.39	2	1.41421	3.46354e-189	2.72977e-189	3.34182e-235	0	7.33774e-190	1
13.4	2	1.41421	1.07432e-189	7.71081e-190	5.89809e-236	0	3.03235e-190	1
13.42	3	1.73205	1.1284e-190	6.11923e-191	1.82214e-237	0	5.16481e-191	1
13.43	5	2.23607	3.84787e-191	1.71917e-191	3.18953e-238	0	2.1287e-191	1
13.45	0	1	4.95604e-192	1.34962e-192	9.69237e-240	0	3.60642e-192	1
13.46	2	1.41421	1.85957e-192	3.77123e-193	1.68263e-240	0	1.48244e-192	1
13.48	3	1.73205	2.79107e-193	2.92869e-194	5.0295e-242	0	2.4982e-193	1
13.5	4	2	4.4208e-194	2.25803e-195	1.4869e-243	0	4.195e-194	1
13.51	2	1.41421	1.77928e-194	6.25289e-196	2.54605e-244	0	1.71675e-194	1
13.53	4	2	2.91516e-195	4.76906e-197	7.4038e-246	0	2.86747e-195	1
13.54	0	1	1.18349e-195	1.31351e-197	1.25735e-246	0	1.17035e-195	1
13.56	2	1.41421	1.95435e-196	9.91018e-199	3.59647e-248	0	1.94444e-196	1
13.58	1	1	3.22649e-197	7.42326e-200	1.01746e-249	0	3.21906e-197	1
13.59	3	1.73205	1.31006e-197	2.02617e-200	1.7043e-250	0	1.30803e-197	1
13.61	2	1.41421	2.15548e-198	1.50136e-201	4.74261e-252	0	2.15398e-198	1
13.62	7	2.64575	8.73325e-199	4.07582e-202	7.87883e-253	0	8.72918e-199	1
13.64	1	1	1.43012e-199	2.9876e-203	2.15658e-254	0	1.42982e-199	1
13.65	3	1.73205	5.77986e-200	8.06679e-204	3.55325e-255	0	5.77905e-200	1
13.67	2	1.41421	9.41625e-201	5.84931e-205	9.5667e-257	0	9.41567e-201	1
13.69	2	1.41421	1.52867e-201	4.21089e-206	2.54753e-258	0	1.52863e-201	1
13.7	2	1.41421	6.15118e-202	1.12676e-206	4.14005e-259	0	6.15106e-202	1
13.72	2	1.41421	9.93326e-203	8.02413e-208	1.08441e-260	0	9.93318e-203	1
13.73	7	2.64575	3.9864e-203	2.13553e-208	1.74782e-261	0	3.98638e-203	1
13.75	1	1	6.4033e-204	1.50441e-209	4.50315e-263	0	6.40328e-204	1
13.77	3	1.73205	1.02491e-204	1.05219e-210	1.14751e-264	0	1.02491e-204	1
13.78	2	1.41421	4.09494e-205	2.77512e-211	1.82426e-265	0	4.09493e-205	1
13.8	3	1.73205	6.51951e-206	1.92002e-212	4.57257e-267	0	6.51951e-206	1
13.81	2	1.41421	2.59789e-206	5.03666e-213	7.20949e-268	0	2.59789e-206	1
13.83	5	2.23607	4.11409e-207	3.44718e-214	1.7775e-269	0	4.11409e-207	1
13.84	3	1.73205	1.63502e-207	8.99391e-215	2.77952e-270	0	1.63502e-207	1
13.86	4	2	2.57551e-208	6.08929e-216	6.74072e-272	0	2.57551e-208	1
13.88	4	2	4.0426e-209	4.09307e-217	1.61683e-273	0	4.0426e-209	1
13.89	2	1.41421	1.59949e-209	1.05831e-217	2.49374e-274	0	1.59949e-209	1
13.91	4	2	2.49727e-210	7.03711e-219	5.88356e-276	0	2.49727e-210	1
13.92	5	2.23607	9.85437e-211	1.80971e-219	9.00001e-277	0	9.85437e-211	1
13.94	3	1.73205	1.53038e-211	1.19038e-220	2.08864e-278	0	1.53038e-211	1
13.96	4	2	2.36825e-212	7.77366e-222	4.79409e-280	0	2.36825e-212	1
13.97	4	2	9.30384e-213	1.98116e-222	7.23328e-281	0	9.30384e-213	1
13.99	2	1.41421	1.43211e-213	1.27985e-223	1.63309e-282	0	1.43211e-213	1
14	2	1.41421	5.61119e-214	3.24416e-224	2.44373e-283	0	5.61119e-214	1
14.02	4	2	8.59122e-215	2.07318e-225	5.427e-285	0	8.59122e-215	1
14.03	1	1	3.35719e-215	5.22671e-226	8.05416e-286	0	3.35719e-215	1
14.05	6	2.44949	5.11285e-216	3.30415e-227	1.75937e-287	0	5.11285e-216	1
14.07	4	2	7.75902e-217	2.07375e-228	3.80116e-289	0	7.75902e-217	1
14.08	5	2.23607	3.01856e-217	5.18118e-229	5.56421e-290	0	3.01856e-217	1
14.1	2	1.41421	4.55649e-218	3.21678e-230	1.18248e-291	0	4.55649e-218	1
14.11	2	1.41421	1.76794e-218	7.99361e-231	1.71671e-292	0	1.76794e-218	1
14.13	4	2	2.6545e-219	4.90945e-232	3.58854e-294	0	2.6545e-219	1
14.15	3	1.73205	3.97152e-220	2.99356e-233	7.41927e-296	0	3.97152e-220	1
14.16	4	2	1.53414e-220	7.37207e-234	1.06241e-296	0	1.53414e-220	1
14.18	2	1.41421	2.2831e-221	4.44674e-235	2.16056e-298	0	2.2831e-221	1
14.19	3	1.73205	8.79583e-222	1.08916e-235	3.06839e-299	0	8.79583e-222	1
14.21	0	1	1.30204e-222	6.4989e-237	6.13786e-301	0	1.30204e-222	1
14.22	0	1	5.00285e-223	1.58321e-237	8.64526e-302	0	5.00285e-223	1
14.24	3	1.73205	7.36631e-224	9.34511e-239	1.70105e-303	0	7.36631e-224	1
14.26	4	2	1.08079e-224	5.47639e-240	3.31036e-305	0	1.08079e-224	1
14.27	0	1	4.13434e-225	1.32213e-240	4.59899e-306	0	4.13434e-225	1
14.29	1	1	6.03368e-226	7.66445e-242	8.80347e-308	0	6.03368e-226	1
14.3	4	2	2.30193e-226	1.84038e-242	1.21299e-308	0	2.30193e-226	1
14.32	3	1.73205	3.3416e-227	1.05539e-243	2.28391e-310	0	3.3416e-227	1
14.34	1	1	4.83364e-228	6.00871e-245	4.25328e-312	0	4.83364e-228	1
14.35	7	2.64575	1.83593e-228	1.42985e-245	5.78034e-313	0	1.83593e-228	1
14.37	1	1	2.64157e-229	8.05296e-247	1.05884e-314	0	2.64157e-229	1
14.38	3	1.73205	1.00066e-229	1.90595e-247	1.42716e-315	0	1.00066e-229	1
14.4	2	1.41421	1.43212e-230	1.06188e-248	2.57144e-317	0	1.43212e-230	1
14.41	1	1	5.41061e-231	2.49966e-249	3.43746e-318	0	5.41061e-231	1
14.43	2	1.41421	7.70238e-232	1.37765e-250	5.93719e-320	0	7.70238e-232	1
14.45	3	1.73205	1.0926e-232	7.53813e-252	0	0	1.0926e-232	1
14.46	2	1.41421	4.10961e-233	1.75853e-252	0	0	4.10961e-233	1
14.48	6	2.44949	5.79859e-234	9.51855e-254	0	0	5.79859e-234	1
14.49	3	1.73205	2.17523e-234	2.20854e-254	0	0	2.17523e-234	1
14.51	5	2.23607	3.05291e-235	1.18256e-255	0	0	3.05291e-235	1
14.53	3	1.73205	4.26952e-236	6.28646e-257	0	0	4.26952e-236	1
14.54	7	2.64575	1.59453e-236	1.44551e-257	0	0	1.59453e-236	1
14.56	3	1.73205	2.21813e-237	7.60153e-259	0	0	2.21813e-237	1
14.57	5	2.23607	8.26197e-238	1.73846e-259	0	0	8.26197e-238	1
14.59	0	1	1.1432e-238	9.04359e-261	0	0	1.1432e-238	1
14.6	5	2.23607	4.24681e-239	2.05709e-261	0	0	4.24681e-239	1
14.62	0	1	5.84504e-240	1.05859e-262	0	0	5.84504e-240	1
14.64	1	1	8.01622e-241	5.40834e-264	0	0	8.01622e-241	1
14.65	1	1	2.96471e-241	1.21915e-264	0	0	2.96471e-241	1
14.67	1	1	4.04436e-242	6.16158e-266	0	0	4.04436e-242	1
14.68	3	1.73205	1.49178e-242	1.38145e-266	0	0	1.49178e-242	1
14.7	2	1.41421	2.02423e-243	6.90662e-268	0	0	2.02423e-243	1
14.71	2	1.41421	7.44662e-244	1.54012e-268	0	0	7.44662e-244	1
14.73	3	1.73205	1.00508e-244	7.617e-270	0	0	1.00508e-244	1
14.75	3	1.73205	1.35175e-245	3.74005e-271	0	0	1.35175e-245	1
14.76	4	2	4.95072e-246	8.2651e-272	0	0	4.95072e-246	1
14.78	3	1.73205	6.62297e-247	4.01456e-273	0	0	6.62297e-247	1
14.79	3	1.73205	2.41917e-247	8.82384e-274	0	0	2.41917e-247	1
14.81	4	2	3.21912e-248	4.23979e-275	0	0	3.21912e-248	1
14.83	2	1.41421	4.2684e-249	2.02254e-276	0	0	4.2684e-249	1
14.84	8	2.82843	1.55221e-249	4.40551e-277	0	0	1.55221e-249	1
14.86	4	2	2.04722e-250	2.07895e-278	0	0	2.04722e-250	1
14.87	2	1.41421	7.42496e-251	4.50395e-279	0	0	7.42496e-251	1
14.89	1	1	9.7408e-252	2.10251e-280	0	0	9.7408e-252	1
14.9	3	1.73205	3.52344e-252	4.53039e-281	0	0	3.52344e-252	1
14.92	5	2.23607	4.59783e-253	2.09208e-282	0	0	4.59783e-253	1
14.94	1	1	5.97857e-254	9.59146e-284	0	0	5.97857e-254	1
14.95	3	1.73205	2.15299e-254	2.04815e-284	0	0	2.15299e-254	1
14.97	2	1.41421	2.78466e-255	9.28895e-286	0	0	2.78466e-255	1
14.98	7	2.64575	1.00013e-255	1.97284e-286	0	0	1.00013e-255	1
15	10	3.16228	1.28669e-256	8.85102e-288	0	0	1.28669e-256	1
15.02	4	2	1.64949e-257	3.94238e-289	0	0	1.64949e-257	1
15.03	1	1	5.89804e-258	8.29786e-290	0	0	5.89804e-258	1
15.05	2	1.41421	7.52087e-259	3.65619e-291	0	0	7.52087e-259	1
15.06	4	2	2.68207e-259	7.65392e-292	0	0	2.68207e-259	1
15.08	5	2.23607	3.40186e-260	3.33613e-293	0	0	3.40186e-260	1
15.09	6	2.44949	1.20993e-260	6.94619e-294	0	0	1.20993e-260	1
15.11	1	1	1.52649e-261	2.99504e-295	0	0	1.52649e-261	1
15.13	1	1	1.91904e-262	1.28211e-296	0	0	1.91904e-262	1
15.14	3	1.73205	6.79518e-263	2.6455e-297	0	0	6.79518e-263	1
15.16	2	1.41421	8.49724e-264	1.12028e-298	0	0	8.49724e-264	1
15.17	7	2.64575	3.0008e-264	2.29911e-299	0	0	3.0008e-264	1
15.19	6	2.44949	3.7325e-265	9.63105e-301	0	0	3.7325e-265	1
15.21	4	2	4.62616e-266	4.00547e-302	0	0	4.62616e-266	1
15.22	5	2.23607	1.62649e-266	8.14642e-303	0	0	1.62649e-266	1
15.24	2	1.41421	2.0052e-267	3.35153e-304	0	0	2.0052e-267	1
15.25	1	1	7.03126e-268	6.77962e-305	0	0	7.03126e-268	1
15.27	3	1.73205	8.62236e-269	2.75917e-306	0	0	8.62236e-269	1
15.28	3	1.73205	3.01539e-269	5.55123e-307	0	0	3.01539e-269	1
15.3	7	2.64575	3.67809e-270	2.23491e-308	0	0	3.67809e-270	1
15.32	4	2	4.47053e-271	8.93293e-310	0	0	4.47053e-271	1
15.33	1	1	1.5565e-271	1.78109e-310	0	0	1.5565e-271	1
15.35	4	2	1.88179e-272	7.04234e-312	0	0	1.88179e-272	1
15.36	6	2.44949	6.53438e-273	1.39655e-312	0	0	6.53438e-273	1
15.38	4	2	7.85802e-274	5.46242e-314	0	0	7.85802e-274	1
15.4	6	2.44949	9.41628e-275	2.12118e-315	0	0	9.41628e-275	1
15.41	0	1	3.25525e-275	4.16856e-316	0	0	3.25525e-275	1
15.43	2	1.41421	3.88004e-276	1.60022e-317	0	0	3.88004e-276	1
15.44	3	1.73205	1.33778e-276	3.1247e-318	0	0	1.33778e-276	1
15.46	3	1.73205	1.58607e-277	1.08215e-319	0	0	1.58607e-277	1
15.47	3	1.73205	5.45398e-278	1.35275e-320	0	0	5.45398e-278	1
15.49	3	1.73205	6.43189e-279	0	0	0	6.43189e-279	1
15.51	0	1	7.55825e-280	0	0	0	7.55825e-280	1
15.52	2	1.41421	2.58752e-280	0	0	0	2.58752e-280	1
15.54	3	1.73205	3.02449e-281	0	0	0	3.02449e-281	1
15.55	2	1.41421	1.03266e-281	0	0	0	1.03266e-281	1
15.57	2	1.41421	1.20064e-282	0	0	0	1.20064e-282	1
15.59	3	1.73205	1.391e-283	0	0	0	1.391e-283	1
15.6	0	1	4.72828e-284	0	0	0	4.72828e-284	1
15.62	2	1.41421	5.44881e-285	0	0	0	5.44881e-285	1
15.63	4	2	1.84724e-285	0	0	0	1.84724e-285	1
15.65	3	1.73205	2.11742e-286	0	0	0	2.11742e-286	1
15.66	0	1	7.15932e-287	0	0	0	7.15932e-287	1
15.68	1	1	8.16286e-288	0	0	0	8.16286e-288	1
15.7	4	2	9.27408e-289	0	0	0	9.27408e-289	1
15.71	5	2.23607	3.12181e-289	0	0	0	3.12181e-289	1
15.73	3	1.73205	3.52794e-290	0	0	0	3.52794e-290	1
15.74	1	1	1.18441e-290	0	0	0	1.18441e-290	1
15.76	4	2	1.33138e-291	0	0	0	1.33138e-291	1
15.77	1	1	4.45783e-292	0	0	0	4.45783e-292	1
15.79	3	1.73205	4.98437e-293	0	0	0	4.98437e-293	1
15.81	0	1	5.55335e-294	0	0	0	5.55335e-294	1
15.82	2	1.41421	1.85118e-294	0	0	0	1.85118e-294	1
15.84	2	1.41421	2.05154e-295	0	0	0	2.05154e-295	1
15.85	1	1	6.82051e-296	0	0	0	6.82051e-296	1
15.87	1	1	7.51855e-297	0	0	0	7.51855e-297	1
15.89	0	1	8.25864e-298	0	0	0	8.25864e-298	1
15.9	3	1.73205	2.73349e-298	0	0	0	2.73349e-298	1
15.92	2	1.41421	2.98661e-299	0	0	0	2.98661e-299	1
15.93	1	1	9.85893e-300	0	0	0	9.85893e-300	1
15.95	3	1.73205	1.07146e-300	0	0	0	1.07146e-300	1
15.96	2	1.41421	3.52754e-301	0	0	0	3.52754e-301	1
15.98	0	1	3.81334e-302	0	0	0	3.81334e-302	1
16	0	1	4.10767e-303	0	0	0	4.10767e-303	1
16.01	2	1.41421	1.34636e-303	0	0	0	1.34636e-303	1
16.03	1	1	1.44258e-304	0	0	0	1.44258e-304	1
16.04	3	1.73205	4.71574e-305	0	0	0	4.71574e-305	1
16.06	1	1	5.02589e-306	0	0	0	5.02589e-306	1
16.08	3	1.73205	5.33745e-307	0	0	0	5.33745e-307	1
16.09	4	2	1.73706e-307	0	0	0	1.73706e-307	1
16.11	2	1.41421	1.83494e-308	0	0	0	1.83494e-308	1
16.12	4	2	5.9559e-309	0	0	0	5.9559e-309	1
16.14	1	1	6.25807e-310	0	0	0	6.25807e-310	1
16.15	3	1.73205	2.02585e-310	0	0	0	2.02585e-310	1
