# exported by fityk 0.8.7
#15-X:x	15-X:y	15-X:s	15-X:F(x)	15-X:%_3(x)	15-X:%_4(x)	15-X:a
1.39	27	5.19615	1.71287e-146	1.71287e-146	1.98371e-254	1
1.41	42	6.48074	1.37058e-145	1.37058e-145	4.61928e-253	1
1.42	21	4.58258	3.86782e-145	3.86782e-145	2.22204e-252	1
1.44	36	6	3.06575e-144	3.06575e-144	5.10937e-251	1
1.46	31	5.56776	2.41473e-143	2.41473e-143	1.16501e-249	1
1.47	28	5.2915	6.76094e-143	6.76094e-143	5.54552e-249	1
1.49	24	4.89898	5.27508e-142	5.27508e-142	1.24861e-247	1
1.5	26	5.09902	1.46999e-141	1.46999e-141	5.90606e-247	1
1.52	33	5.74456	1.13613e-140	1.13613e-140	1.31311e-245	1
1.54	27	5.19615	8.72572e-140	8.72572e-140	2.89503e-244	1
1.55	23	4.79583	2.41247e-139	2.41247e-139	1.35506e-243	1
1.57	24	4.89898	1.83538e-138	1.83538e-138	2.95005e-242	1
1.58	26	5.09902	5.05047e-138	5.05047e-138	1.37213e-241	1
1.6	19	4.3589	3.80618e-137	3.80618e-137	2.94977e-240	1
1.61	33	5.74456	1.04241e-136	1.04241e-136	1.36337e-239	1
1.63	18	4.24264	7.78194e-136	7.78194e-136	2.89419e-238	1
1.65	14	3.74166	5.77293e-135	5.77293e-135	6.09238e-237	1
1.66	29	5.38516	1.56864e-134	1.56864e-134	2.78642e-236	1
1.68	14	3.74166	1.15272e-133	1.15272e-133	5.79198e-235	1
1.69	18	4.24264	3.11742e-133	3.11742e-133	2.63237e-234	1
1.71	27	5.19615	2.26927e-132	2.26927e-132	5.40316e-233	1
1.73	19	4.3589	1.64149e-131	1.64149e-131	1.09976e-231	1
1.74	27	5.19615	4.40439e-131	4.40439e-131	4.94596e-231	1
1.76	22	4.69042	3.15594e-130	3.15594e-130	9.94074e-230	1
1.77	25	5	8.42797e-130	8.42797e-130	4.44256e-229	1
1.79	36	6	5.98214e-129	5.98214e-129	8.81702e-228	1
1.8	20	4.47214	1.59e-128	1.59e-128	3.91558e-227	1
1.82	24	4.89898	1.11795e-127	1.11795e-127	7.67372e-226	1
1.84	25	5	7.811e-127	7.811e-127	1.49129e-224	1
1.85	22	4.69042	2.05979e-126	2.05979e-126	6.55347e-224	1
1.87	20	4.47214	1.4256e-125	1.4256e-125	1.25762e-222	1
1.88	25	5	3.74162e-125	3.74162e-125	5.49183e-222	1
1.9	24	4.89898	2.56524e-124	2.56524e-124	1.04067e-220	1
1.92	25	5	1.74766e-123	1.74766e-123	1.95551e-219	1
1.93	17	4.12311	4.55086e-123	4.55086e-123	8.4501e-219	1
1.95	27	5.19615	3.07124e-122	3.07124e-122	1.56793e-217	1
1.96	18	4.24264	7.95969e-122	7.95969e-122	6.73271e-217	1
1.98	22	4.69042	5.32117e-121	5.32117e-121	1.2336e-215	1
1.99	30	5.47723	1.37257e-120	1.37257e-120	5.26379e-215	1
2.01	21	4.58258	9.08945e-120	9.08945e-120	9.52369e-214	1
2.03	27	5.19615	5.98136e-119	5.98136e-119	1.70867e-212	1
2.04	26	5.09902	1.53075e-118	1.53075e-118	7.21465e-212	1
2.06	15	3.87298	9.97834e-118	9.97834e-118	1.27817e-210	1
2.07	24	4.89898	2.5416e-117	2.5416e-117	5.36299e-210	1
2.09	17	4.12311	1.64117e-116	1.64117e-116	9.38212e-209	1
2.11	27	5.19615	1.05307e-115	1.05307e-115	1.62758e-207	1
2.12	19	4.3589	2.66124e-115	2.66124e-115	6.75762e-207	1
2.14	27	5.19615	1.69154e-114	1.69154e-114	1.15759e-205	1
2.15	25	5	4.25454e-114	4.25454e-114	4.77603e-205	1
2.17	21	4.58258	2.6788e-113	2.6788e-113	8.07885e-204	1
2.18	30	5.47723	6.70591e-113	6.70591e-113	3.31223e-203	1
2.2	37	6.08276	4.18251e-112	4.18251e-112	5.53254e-202	1
2.22	14	3.74166	2.59225e-111	2.59225e-111	9.16378e-201	1
2.23	22	4.69042	6.43828e-111	6.43828e-111	3.71775e-200	1
2.25	23	4.79583	3.95276e-110	3.95276e-110	6.08066e-199	1
2.26	21	4.58258	9.771e-110	9.771e-110	2.45141e-198	1
2.28	27	5.19615	5.94239e-109	5.94239e-109	3.9592e-197	1
2.3	18	4.24264	3.59124e-108	3.59124e-108	6.34083e-196	1
2.31	10	3.16228	8.80762e-108	8.80762e-108	2.52956e-195	1
2.33	24	4.89898	5.27269e-107	5.27269e-107	4.00041e-194	1
2.34	19	4.3589	1.28704e-106	1.28704e-106	1.58586e-193	1
2.36	20	4.47214	7.63234e-106	7.63234e-106	2.47653e-192	1
2.37	21	4.58258	1.85423e-105	1.85423e-105	9.75581e-192	1
2.39	13	3.60555	1.08923e-104	1.08923e-104	1.5044e-190	1
2.41	23	4.79583	6.35823e-104	6.35823e-104	2.30044e-189	1
2.42	19	4.3589	1.53256e-103	1.53256e-103	8.96735e-189	1
2.44	14	3.74166	8.86188e-103	8.86188e-103	1.35404e-187	1
2.45	25	5	2.12595e-102	2.12595e-102	5.245e-187	1
2.47	13	3.60555	1.21773e-101	1.21773e-101	7.82049e-186	1
2.48	28	5.2915	2.90753e-101	2.90753e-101	3.01029e-185	1
2.5	20	4.47214	1.64974e-100	1.64974e-100	4.43217e-184	1
2.52	17	4.12311	9.30179e-100	9.30179e-100	6.47102e-183	1
2.53	18	4.24264	2.20351e-099	2.20351e-099	2.46479e-182	1
2.55	24	4.89898	1.23071e-098	1.23071e-098	3.55351e-181	1
2.56	19	4.3589	2.90169e-098	2.90169e-098	1.34501e-180	1
2.58	18	4.24264	1.60541e-097	1.60541e-097	1.91479e-179	1
2.6	27	5.19615	8.8263e-097	8.8263e-097	2.70312e-178	1
2.61	16	4	2.06466e-096	2.06466e-096	1.01244e-177	1
2.63	17	4.12311	1.12443e-095	1.12443e-095	1.41134e-176	1
2.64	18	4.24264	2.61788e-095	2.61788e-095	5.25285e-176	1
2.66	27	5.19615	1.4123e-094	1.4123e-094	7.2307e-175	1
2.67	23	4.79583	3.27256e-094	3.27256e-094	2.67425e-174	1
2.69	26	5.09902	1.74886e-093	1.74886e-093	3.63503e-173	1
2.71	19	4.3589	9.28717e-093	9.28717e-093	4.8996e-172	1
2.72	23	4.79583	2.13511e-092	2.13511e-092	1.79315e-171	1
2.74	14	3.74166	1.12316e-091	1.12316e-091	2.38666e-170	1
2.75	24	4.89898	2.56994e-091	2.56994e-091	8.67975e-170	1
2.77	15	3.87298	1.33916e-090	1.33916e-090	1.14078e-168	1
2.79	17	4.12311	6.93433e-090	6.93433e-090	1.48676e-167	1
2.8	19	4.3589	1.57421e-089	1.57421e-089	5.35047e-167	1
2.82	13	3.60555	8.07468e-089	8.07468e-089	6.88579e-166	1
2.83	25	5	1.82444e-088	1.82444e-088	2.46243e-165	1
2.85	13	3.60555	9.27007e-088	9.27007e-088	3.12929e-164	1
2.86	15	3.87298	2.08465e-087	2.08465e-087	1.11203e-163	1
2.88	18	4.24264	1.04925e-086	1.04925e-086	1.39547e-162	1
2.9	20	4.47214	5.24787e-086	5.24787e-086	1.73648e-161	1
2.91	28	5.2915	1.17087e-085	1.17087e-085	6.10624e-161	1
2.93	16	4	5.80103e-085	5.80103e-085	7.50316e-160	1
2.94	28	5.2915	1.28818e-084	1.28818e-084	2.62186e-159	1
2.96	15	3.87298	6.32214e-084	6.32214e-084	3.18126e-158	1
2.98	17	4.12311	3.08328e-083	3.08328e-083	3.8277e-157	1
2.99	21	4.58258	6.79298e-083	6.79298e-083	1.32354e-156	1
3.01	19	4.3589	3.28171e-082	3.28171e-082	1.57251e-155	1
3.02	21	4.58258	7.19602e-082	7.19602e-082	5.40323e-155	1
3.04	20	4.47214	3.44368e-081	3.44368e-081	6.33917e-154	1
3.05	24	4.89898	7.51556e-081	7.51556e-081	2.16447e-153	1
3.07	16	4	3.56273e-080	3.56273e-080	2.50756e-152	1
3.09	22	4.69042	1.67829e-079	1.67829e-079	2.8807e-151	1
3.1	23	4.79583	3.63396e-079	3.63396e-079	9.73309e-151	1
3.12	19	4.3589	1.69572e-078	1.69572e-078	1.10412e-149	1
3.13	16	4	3.65438e-078	3.65438e-078	3.70707e-149	1
3.15	24	4.89898	1.68919e-077	1.68919e-077	4.15258e-148	1
3.17	13	3.60555	7.75898e-077	7.75898e-077	4.61267e-147	1
3.18	15	3.87298	1.65898e-076	1.65898e-076	1.5325e-146	1
3.2	25	5	7.54844e-076	7.54844e-076	1.68095e-145	1
3.21	19	4.3589	1.60634e-075	1.60634e-075	5.54961e-145	1
3.23	17	4.12311	7.24013e-075	7.24013e-075	6.01088e-144	1
3.24	19	4.3589	1.53346e-074	1.53346e-074	1.972e-143	1
3.26	17	4.12311	6.84656e-074	6.84656e-074	2.10912e-142	1
3.28	20	4.47214	3.03761e-073	3.03761e-073	2.23689e-141	1
3.29	24	4.89898	6.38315e-073	6.38315e-073	7.26185e-141	1
3.31	29	5.38516	2.80534e-072	2.80534e-072	7.6052e-140	1
3.32	22	4.69042	5.86724e-072	5.86724e-072	2.45342e-139	1
3.34	24	4.89898	2.55433e-071	2.55433e-071	2.53721e-138	1
3.36	21	4.58258	1.10504e-070	1.10504e-070	2.60189e-137	1
3.37	23	4.79583	2.293e-070	2.293e-070	8.30585e-137	1
3.39	19	4.3589	9.82646e-070	9.82646e-070	8.41077e-136	1
3.4	26	5.09902	2.0294e-069	2.0294e-069	2.66804e-135	1
3.42	15	3.87298	8.61494e-069	8.61494e-069	2.66787e-134	1
3.43	25	5	1.77079e-068	1.77079e-068	8.4097e-134	1
3.45	23	4.79583	7.44636e-068	7.44636e-068	8.30373e-133	1
3.47	21	4.58258	3.11158e-067	3.11158e-067	8.13043e-132	1
3.48	20	4.47214	6.34559e-067	6.34559e-067	2.53608e-131	1
3.5	20	4.47214	2.62664e-066	2.62664e-066	2.45202e-130	1
3.51	31	5.56776	5.33135e-066	5.33135e-066	7.60036e-130	1
3.53	24	4.89898	2.18603e-065	2.18603e-065	7.2563e-129	1
3.54	26	5.09902	4.4161e-065	4.4161e-065	2.23504e-128	1
3.56	28	5.2915	1.7937e-064	1.7937e-064	2.10711e-127	1
3.58	16	4	7.2397e-064	7.2397e-064	1.96986e-126	1
3.59	23	4.79583	1.45104e-063	1.45104e-063	6.004e-126	1
3.61	21	4.58258	5.80151e-063	5.80151e-063	5.54256e-125	1
3.62	27	5.19615	1.1573e-062	1.1573e-062	1.67871e-124	1
3.64	29	5.38516	4.58351e-062	4.58351e-062	1.53026e-123	1
3.66	32	5.65685	1.8039e-061	1.8039e-061	1.38325e-122	1
3.67	14	3.74166	3.5702e-061	3.5702e-061	4.14572e-122	1
3.69	19	4.3589	1.39187e-060	1.39187e-060	3.70047e-121	1
3.7	24	4.89898	2.74172e-060	2.74172e-060	1.10209e-120	1
3.72	31	5.56776	1.05881e-059	1.05881e-059	9.71391e-120	1
3.73	22	4.69042	2.07583e-059	2.07583e-059	2.87484e-119	1
3.75	27	5.19615	7.94106e-059	7.94106e-059	2.50214e-118	1
3.77	27	5.19615	3.01875e-058	3.01875e-058	2.15952e-117	1
3.78	36	6	5.87183e-058	5.87183e-058	6.32426e-117	1
3.8	19	4.3589	2.21112e-057	2.21112e-057	5.38984e-116	1
3.81	31	5.56776	4.28061e-057	4.28061e-057	1.56852e-115	1
3.83	23	4.79583	1.59675e-056	1.59675e-056	1.32001e-114	1
3.85	31	5.56776	5.91872e-056	5.91872e-056	1.10156e-113	1
3.86	29	5.38516	1.13683e-055	1.13683e-055	3.17217e-113	1
3.88	25	5	4.17425e-055	4.17425e-055	2.61403e-112	1
3.89	25	5	7.97981e-055	7.97981e-055	7.48027e-112	1
3.91	29	5.38516	2.90246e-054	2.90246e-054	6.08685e-111	1
3.92	29	5.38516	5.52237e-054	5.52237e-054	1.73085e-110	1
3.94	14	3.74166	1.98971e-053	1.98971e-053	1.39077e-109	1
3.96	27	5.19615	7.12387e-053	7.12387e-053	1.10815e-108	1
3.97	31	5.56776	1.34478e-052	1.34478e-052	3.11816e-108	1
3.99	27	5.19615	4.76945e-052	4.76945e-052	2.45336e-107	1
4	24	4.89898	8.96085e-052	8.96085e-052	6.85998e-107	1
4.02	27	5.19615	3.14816e-051	3.14816e-051	5.32975e-106	1
4.04	20	4.47214	1.09907e-050	1.09907e-050	4.10617e-105	1
4.05	23	4.79583	2.04872e-050	2.04872e-050	1.13614e-104	1
4.07	29	5.38516	7.08504e-050	7.08504e-050	8.64337e-104	1
4.08	19	4.3589	1.31445e-049	1.31445e-049	2.37651e-103	1
4.1	22	4.69042	4.50293e-049	4.50293e-049	1.7853e-102	1
4.11	26	5.09902	8.31465e-049	8.31465e-049	4.87783e-102	1
4.13	17	4.12311	2.82154e-048	2.82154e-048	3.61842e-101	1
4.15	24	4.89898	9.51455e-048	9.51455e-048	2.66169e-100	1
4.16	21	4.58258	1.74306e-047	1.74306e-047	7.19627e-100	1
4.18	30	5.47723	5.82246e-047	5.82246e-047	5.22718e-099	1
4.19	30	5.47723	1.06164e-046	1.06164e-046	1.40436e-098	1
4.21	35	5.91608	3.51286e-046	3.51286e-046	1.0073e-097	1
4.23	18	4.24264	1.15507e-045	1.15507e-045	7.16448e-097	1
4.24	18	4.24264	2.08955e-045	2.08955e-045	1.90471e-096	1
4.26	20	4.47214	6.80595e-045	6.80595e-045	1.33775e-095	1
4.27	32	5.65685	1.22541e-044	1.22541e-044	3.53411e-095	1
4.29	22	4.69042	3.95374e-044	3.95374e-044	2.45103e-094	1
4.3	35	5.91608	7.08508e-044	7.08508e-044	6.43447e-094	1
4.32	20	4.47214	2.26446e-043	2.26446e-043	4.40658e-093	1
4.34	14	3.74166	7.1919e-043	7.1919e-043	2.99253e-092	1
4.35	25	5	1.27866e-042	1.27866e-042	7.77385e-092	1
4.37	16	4	4.02279e-042	4.02279e-042	5.21306e-091	1
4.38	13	3.60555	7.11845e-042	7.11845e-042	1.34571e-090	1
4.4	26	5.09902	2.21844e-041	2.21844e-041	8.91104e-090	1
4.42	23	4.79583	6.87022e-041	6.87022e-041	5.8513e-089	1
4.43	18	4.24264	1.20616e-040	1.20616e-040	1.49467e-088	1
4.45	30	5.47723	3.70014e-040	3.70014e-040	9.69146e-088	1
4.46	11	3.31662	6.46544e-040	6.46544e-040	2.46004e-087	1
4.48	12	3.4641	1.96473e-039	1.96473e-039	1.5751e-086	1
4.49	14	3.74166	3.41687e-039	3.41687e-039	3.97301e-086	1
4.51	21	4.58258	1.02855e-038	1.02855e-038	2.51192e-085	1
4.53	20	4.47214	3.07668e-038	3.07668e-038	1.57485e-084	1
4.54	19	4.3589	5.30864e-038	5.30864e-038	3.93083e-084	1
4.56	21	4.58258	1.57301e-037	1.57301e-037	2.43354e-083	1
4.57	19	4.3589	2.70133e-037	2.70133e-037	6.03594e-083	1
4.59	11	3.31662	7.92898e-037	7.92898e-037	3.68994e-082	1
4.6	21	4.58258	1.35522e-036	1.35522e-036	9.09465e-082	1
4.62	22	4.69042	3.9404e-036	3.9404e-036	5.4901e-081	1
4.64	15	3.87298	1.13849e-035	1.13849e-035	3.28641e-080	1
4.65	5	2.23607	1.93063e-035	1.93063e-035	8.01536e-080	1
4.67	21	4.58258	5.52563e-035	5.52563e-035	4.73789e-079	1
4.68	23	4.79583	9.326e-035	9.326e-035	1.14828e-078	1
4.7	18	4.24264	2.64405e-034	2.64405e-034	6.70237e-078	1
4.72	18	4.24264	7.44909e-034	7.44909e-034	3.87934e-077	1
4.73	24	4.89898	1.24736e-033	1.24736e-033	9.30365e-077	1
4.75	11	3.31662	3.48111e-033	3.48111e-033	5.31745e-076	1
4.76	23	4.79583	5.80168e-033	5.80168e-033	1.26724e-075	1
4.78	21	4.58258	1.60387e-032	1.60387e-032	7.15203e-075	1
4.79	19	4.3589	2.66042e-032	2.66042e-032	1.69373e-074	1
4.81	24	4.89898	7.28548e-032	7.28548e-032	9.43922e-074	1
4.83	25	5	1.98256e-031	1.98256e-031	5.21645e-073	1
4.84	20	4.47214	3.26275e-031	3.26275e-031	1.22243e-072	1
4.86	23	4.79583	8.79515e-031	8.79515e-031	6.67088e-072	1
4.87	19	4.3589	1.44061e-030	1.44061e-030	1.55343e-071	1
4.89	14	3.74166	3.84677e-030	3.84677e-030	8.3709e-071	1
4.91	13	3.60555	1.02072e-029	1.02072e-029	4.47299e-070	1
4.92	18	4.24264	1.65877e-029	1.65877e-029	1.03072e-069	1
4.94	20	4.47214	4.36002e-029	4.36002e-029	5.43862e-069	1
4.95	16	4	7.052e-029	7.052e-029	1.24535e-068	1
4.97	24	4.89898	1.83614e-028	1.83614e-028	6.48874e-068	1
4.98	28	5.2915	2.9558e-028	2.9558e-028	1.47647e-067	1
5	17	4.12311	7.6236e-028	7.6236e-028	7.59648e-067	1
5.02	17	4.12311	1.95391e-027	1.95391e-027	3.87567e-066	1
5.03	25	5	3.12069e-027	3.12069e-027	8.7266e-066	1
5.05	14	3.74166	7.92296e-027	7.92296e-027	4.39644e-065	1
5.06	24	4.89898	1.25944e-026	1.25944e-026	9.83691e-065	1
5.08	28	5.2915	3.16742e-026	3.16742e-026	4.89367e-064	1
5.1	19	4.3589	7.9158e-026	7.9158e-026	2.41412e-063	1
5.11	27	5.19615	1.24842e-025	1.24842e-025	5.34503e-063	1
5.13	28	5.2915	3.09059e-025	3.09059e-025	2.60372e-062	1
5.14	15	3.87298	4.85125e-025	4.85125e-025	5.72857e-062	1
5.16	19	4.3589	1.18966e-024	1.18966e-024	2.75556e-061	1
5.17	27	5.19615	1.85859e-024	1.85859e-024	6.02453e-061	1
5.19	25	5	4.51486e-024	4.51486e-024	2.86159e-060	1
5.21	21	4.58258	1.08985e-023	1.08985e-023	1.34784e-059	1
5.22	21	4.58258	1.68928e-023	1.68928e-023	2.91599e-059	1
5.24	31	5.56776	4.03938e-023	4.03938e-023	1.35625e-058	1
5.25	21	4.58258	6.23153e-023	6.23153e-023	2.91571e-058	1
5.27	27	5.19615	1.47604e-022	1.47604e-022	1.33912e-057	1
5.29	17	4.12311	3.47428e-022	3.47428e-022	6.09871e-057	1
5.3	17	4.12311	5.31766e-022	5.31766e-022	1.29741e-056	1
5.32	20	4.47214	1.23987e-021	1.23987e-021	5.83471e-056	1
5.33	21	4.58258	1.88877e-021	1.88877e-021	1.23344e-055	1
5.35	20	4.47214	4.36241e-021	4.36241e-021	5.47748e-055	1
5.36	26	5.09902	6.61413e-021	6.61413e-021	1.15065e-054	1
5.38	23	4.79583	1.51325e-020	1.51325e-020	5.04572e-054	1
5.4	25	5	3.44042e-020	3.44042e-020	2.19408e-053	1
5.41	16	4	5.17528e-020	5.17528e-020	4.56086e-053	1
5.43	23	4.79583	1.16553e-019	1.16553e-019	1.95838e-052	1
5.44	19	4.3589	1.74499e-019	1.74499e-019	4.0453e-052	1
5.46	26	5.09902	3.89292e-019	3.89292e-019	1.71523e-051	1
5.48	30	5.47723	8.63014e-019	8.63014e-019	7.21171e-051	1
5.49	22	4.69042	1.28192e-018	1.28192e-018	1.4741e-050	1
5.51	23	4.79583	2.81511e-018	2.81511e-018	6.12018e-050	1
5.52	33	5.74456	4.16184e-018	4.16184e-018	1.24312e-049	1
5.54	21	4.58258	9.05338e-018	9.05338e-018	5.09649e-049	1
5.55	24	4.89898	1.33213e-017	1.33213e-017	1.02868e-048	1
5.57	21	4.58258	2.87053e-017	2.87053e-017	4.16446e-048	1
5.59	18	4.24264	6.14666e-017	6.14666e-017	1.6718e-047	1
5.6	20	4.47214	8.97326e-017	8.97326e-017	3.33909e-047	1
5.62	28	5.2915	1.90335e-016	1.90335e-016	1.32365e-046	1
5.63	22	4.69042	2.76551e-016	2.76551e-016	2.6271e-046	1
5.65	27	5.19615	5.81078e-016	5.81078e-016	1.02836e-045	1
5.67	10	3.16228	1.21326e-015	1.21326e-015	3.9917e-045	1
5.68	18	4.24264	1.74899e-015	1.74899e-015	7.83962e-045	1
5.7	27	5.19615	3.61741e-015	3.61741e-015	3.00489e-044	1
5.71	26	5.09902	5.19011e-015	5.19011e-015	5.86444e-044	1
5.73	14	3.74166	1.06336e-014	1.06336e-014	2.21963e-043	1
5.74	38	6.16441	1.51846e-014	1.51846e-014	4.30466e-043	1
5.76	27	5.19615	3.08174e-014	3.08174e-014	1.60885e-042	1
5.78	27	5.19615	6.21512e-014	6.21512e-014	5.96262e-042	1
5.79	20	4.47214	8.80541e-014	8.80541e-014	1.14427e-041	1
5.81	30	5.47723	1.75912e-013	1.75912e-013	4.18766e-041	1
5.82	17	4.12311	2.4805e-013	2.4805e-013	7.98589e-041	1
5.84	33	5.74456	4.90881e-013	4.90881e-013	2.88594e-040	1
5.85	16	4	6.88918e-013	6.88918e-013	5.46889e-040	1
5.87	27	5.19615	1.3505e-012	1.3505e-012	1.95156e-039	1
5.89	32	5.65685	2.63077e-012	2.63077e-012	6.9058e-039	1
5.9	25	5	3.66311e-012	3.66311e-012	1.29497e-038	1
5.92	25	5	7.06853e-012	7.06853e-012	4.52493e-038	1
5.93	30	5.47723	9.79584e-012	9.79584e-012	8.43175e-038	1
5.95	42	6.48074	1.87246e-011	1.87246e-011	2.90931e-037	1
5.97	30	5.47723	3.55667e-011	3.55667e-011	9.95427e-037	1
5.98	36	6	4.89026e-011	4.89026e-011	1.83548e-036	1
6	27	5.19615	9.2014e-011	9.2014e-011	6.20139e-036	1
6.01	33	5.74456	1.25918e-010	1.25918e-010	1.13629e-035	1
6.03	29	5.38516	2.34694e-010	2.34694e-010	3.79096e-035	1
6.04	37	6.08276	3.19655e-010	3.19655e-010	6.90256e-035	1
6.06	34	5.83095	5.90181e-010	5.90181e-010	2.274e-034	1
6.08	44	6.63325	1.08281e-009	1.08281e-009	7.42881e-034	1
6.09	43	6.55744	1.46321e-009	1.46321e-009	1.33848e-033	1
6.11	22	4.69042	2.65927e-009	2.65927e-009	4.31779e-033	1
6.12	41	6.40312	3.57655e-009	3.57655e-009	7.73065e-033	1
6.14	46	6.78233	6.4389e-009	6.4389e-009	2.46255e-032	1
6.16	30	5.47723	1.15191e-008	1.15191e-008	7.7786e-032	1
6.17	47	6.85565	1.53708e-008	1.53708e-008	1.37813e-031	1
6.19	42	6.48074	2.72393e-008	2.72393e-008	4.29859e-031	1
6.2	53	7.28011	3.61759e-008	3.61759e-008	7.56789e-031	1
6.22	39	6.245	6.35052e-008	6.35052e-008	2.33095e-030	1
6.23	45	6.7082	8.39417e-008	8.39417e-008	4.07794e-030	1
6.25	52	7.2111	1.45969e-007	1.45969e-007	1.24028e-029	1
6.27	37	6.08276	2.52233e-007	2.52233e-007	3.74062e-029	1
6.28	49	7	3.30785e-007	3.30785e-007	6.47569e-029	1
6.3	48	6.9282	5.66213e-007	5.66213e-007	1.92855e-028	1
6.31	31	5.56776	7.39042e-007	7.39042e-007	3.31768e-028	1
6.33	59	7.68115	1.25312e-006	1.25312e-006	9.75665e-028	1
6.35	48	6.9282	2.11144e-006	2.11144e-006	2.84521e-027	1
6.36	34	5.83095	2.73429e-006	2.73429e-006	4.8434e-027	1
6.38	44	6.63325	4.56375e-006	4.56375e-006	1.39471e-026	1
6.39	52	7.2111	5.8821e-006	5.8821e-006	2.35929e-026	1
6.41	48	6.9282	9.72525e-006	9.72525e-006	6.70865e-026	1
6.42	52	7.2111	1.24755e-005	1.24755e-005	1.1277e-025	1
6.44	59	7.68115	2.04322e-005	2.04322e-005	3.16641e-025	1
6.46	57	7.54983	3.32534e-005	3.32534e-005	8.81634e-025	1
6.47	54	7.34847	4.23222e-005	4.23222e-005	1.46649e-024	1
6.49	43	6.55744	6.82306e-005	6.82306e-005	4.03201e-024	1
6.5	45	6.7082	8.64286e-005	8.64286e-005	6.66458e-024	1
6.52	44	6.63325	0.000138026	0.000138026	1.80941e-023	1
6.54	42	6.48074	0.000219039	0.000219039	4.87131e-023	1
6.55	50	7.07107	0.000275281	0.000275281	7.96766e-023	1
6.57	58	7.61577	0.000432743	0.000432743	2.11817e-022	1
6.58	42	6.48074	0.00054129	0.00054129	3.44276e-022	1
6.6	54	7.34847	0.000842897	0.000842897	9.03769e-022	1
6.61	40	6.32456	0.00104935	0.00104935	1.4597e-021	1
6.63	37	6.08276	0.00161866	0.00161866	3.78386e-021	1
6.65	37	6.08276	0.00248115	0.00248115	9.72642e-021	1
6.66	46	6.78233	0.0030646	0.0030646	1.55451e-020	1
6.68	44	6.63325	0.00465331	0.00465331	3.94577e-020	1
6.69	39	6.245	0.00572043	0.00572043	6.26659e-020	1
6.71	36	6	0.00860415	0.00860415	1.57069e-019	1
6.73	44	6.63325	0.0128602	0.0128602	3.90389e-019	1
6.74	27	5.19615	0.0156852	0.0156852	6.13523e-019	1
6.76	43	6.55744	0.0232232	0.0232232	1.50577e-018	1
6.77	37	6.08276	0.0281909	0.0281909	2.35154e-018	1
6.79	31	5.56776	0.0413458	0.0413458	5.69902e-018	1
6.8	31	5.56776	0.0499534	0.0499534	8.8441e-018	1
6.82	50	7.07107	0.0725736	0.0725736	2.11652e-017	1
